"assemblage"	"AVir"	"PMon"	"TBac"	"AAlb"	"PCem"	"LDec"	"BPen"	"QRob"	"PAbi"	"PSyl"	"PNig"	"AInc"	"UGla"	"TPla"	"AGlu"	"QPub"	"SAri"	"PTre"	"APla"	"TCor"	"SAlb"	"QPet"	"CAve"	"SAuc"	"FSyl"	"ACam"	"CSat"	"APse"	"FExc"	"CBet"	"productivity"	"DeltaY"	"Selection"	"Complementarity"
"Davos_increasing_16"	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.507842	0.929132181818182	0.156896299232319	0.772235882585862
"Davos_decreasing_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1.243488	2.167958125	-0.452640203531384	2.62059832853138
"Davos_random_1_16"	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1.543273	1.982619	-0.0710561672902335	2.05367516729023
"Davos_random_2_16"	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1.510982	2.34260825	0.0186817328750029	2.323926517125
"Davos_random_3_16"	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1.801698	1.894658	-0.264983836461506	2.15964183646151
"Davos_random_4_16"	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1.507199	1.20900345454545	-1.6988581478259	2.90786160237136
"Davos_random_5_16"	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1.865881	1.9289639	-1.1000155643204	3.0289794643204
"Davos_random_6_16"	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1.539325	1.6509104	-0.716735013650526	2.36764541365053
"Davos_random_7_16"	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1.478268	1.8243013	0.884391585739645	0.939909714260355
"Davos_random_8_16"	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1.670556	1.7882859	-0.684241272832521	2.47252717283252
"Davos_random_9_16"	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1.967453	2.311126	-2.25217177215725	4.56329777215725
