1950	1	-9.15	0	0	3.48168907	0
1950	2	-7.56	0	0	2.896193302	0
1950	3	-3.59	0	0	4.155169512	0
1950	4	0.85	0	0	4.528961478	0
1950	5	6.05	0	0	6.924823118	0
1950	6	9.65	0	0	8.115716393	0
1950	7	11.41	0	0	9.485569725	0
1950	8	10.78	0	0	10.02317638	0
1950	9	7.64	0	0	6.690609199	0
1950	10	2.7	0	0	5.685894442	0
1950	11	-3.19	0	0	5.553504862	0
1950	12	-7.94	0	0	4.259310844	0
1951	1	-7.96	0	0	5.487137818	0
1951	2	-7.11	0	0	1.009741448	0
1951	3	-5.88	0	0	5.989470412	0
1951	4	2.18	0	0	3.276511444	0
1951	5	5.67	0	0	5.922097917	0
1951	6	9.66	0	0	9.05320616	0
1951	7	12.57	0	0	8.098544358	0
1951	8	9.81	0	0	6.677016861	0
1951	9	6.75	0	0	4.885276924	0
1951	10	1.95	0	0	1.194025626	0
1951	11	-0.12	0	0	18.4347662	0
1951	12	-8.78	0	0	5.250413157	0
1952	1	-7.42	0	0	10.74536883	0
1952	2	-9.21	0	0	8.336384079	0
1952	3	-1.17	0	0	1.634709625	0
1952	4	0.4	0	0	2.012580801	0
1952	5	8.07	0	0	6.85314546	0
1952	6	10.98	0	0	1.495582954	0
1952	7	13.87	0	0	9.32235922	0
1952	8	9.51	0	0	11.24212221	0
1952	9	8.77	0	0	6.042135417	0
1952	10	0.99	0	0	14.5112423	0
1952	11	-3.9	0	0	2.263115292	0
1952	12	-10.75	0	0	3.964726574	0
1953	1	-10.13	0	0	4.408522532	0
1953	2	-6.2	0	0	8.145915861	0
1953	3	-4.14	0	0	2.036946273	0
1953	4	1.74	0	0	6.95376391	0
1953	5	8.82	0	0	11.08803887	0
1953	6	6.11	0	0	12.02858356	0
1953	7	13.24	0	0	8.872029031	0
1953	8	10.93	0	0	12.16043567	0
1953	9	7.43	0	0	8.847420796	0
1953	10	2.08	0	0	16.0343938	0
1953	11	0.71	0	0	0.400095896	0
1953	12	-7.39	0	0	14.31562241	0
1954	1	-8.76	0	0	4.749518694	0
1954	2	-5.06	0	0	3.37046569	0
1954	3	-3.31	0	0	1.846508329	0
1954	4	3.58	0	0	9.884561175	0
1954	5	5.41	0	0	11.416228	0
1954	6	9.19	0	0	8.718021037	0
