"Di"	"SName"	"monoculture"	"sd"	"mean"	"CV"	"TS"	"Id"	"monoculture_relative"	"site"	"persists"
3.70032665350851	"ACam"	0.762246	0.0362015212638665	0.763117272727273	0.0474390012618735	21.0797017938844	25	0.0150129433029306	"Bern"	TRUE
3.63557912119768	"CSat"	0.487134	0.0235054399119554	0.486956363636364	0.0482701154913095	20.7167517587572	26	0.00959442899395971	"Bern"	TRUE
3.51845846677564	"APse"	1.009545	0.0674276096404001	1.01049727272727	0.0667271564805088	14.986402129875	27	0.0198836620287376	"Bern"	TRUE
3.50445226944713	"FExc"	0.978361	0.070755624973952	0.967563636363636	0.0731276190162237	13.6747239066835	28	0.0192694723524932	"Bern"	TRUE
3.4407273141339	"CBet"	1.416874	0.0678109351197738	1.41786727272727	0.0478260105329459	20.9091243207737	29	0.0279062783266774	"Bern"	TRUE
5.91164313584738	"AVir"	0.005007	0.00608902425382231	0.00455181818181818	1.33771253828731	0.747544761208798	0	0.000384849518995748	"Cottbus"	FALSE
5.66081750476897	"PMon"	1.141529	0.997015207730281	1.03853636363636	0.960019545429589	1.04164545895003	1	0.0877405405571594	"Cottbus"	TRUE
5.59937170768693	"TBac"	0.013195	0.0110727465591711	0.0125881818181818	0.879614444651423	1.13686173081922	2	0.00101419800342498	"Cottbus"	FALSE
5.45088151904219	"AAlb"	0.504194	0.459263065421116	0.45835	1.00199207029806	0.998011890156509	3	0.0387535087638391	"Cottbus"	TRUE
5.43859590321483	"PCem"	1.250964	0.213528638241082	1.23779090909091	0.172507841730642	5.79683792903412	4	0.096151965983822	"Cottbus"	TRUE
5.12023310117073	"LDec"	1.324572	0.239558090301895	1.31783090909091	0.18178211533007	5.50109122772751	5	0.101809645910772	"Cottbus"	TRUE
4.66257804432037	"BPen"	0.011331	0.011177627004626	0.0104463636363636	1.07000171482801	0.934577941457542	6	0.000870926682592535	"Cottbus"	FALSE
4.54173654409529	"QRob"	0.324602	0.149841169843271	0.32136	0.466271999761237	2.14467092279199	7	0.0249496551957375	"Cottbus"	TRUE
4.54005779679717	"PAbi"	0.05069	0.0438005199637049	0.0462290909090909	0.947466608197816	1.05544616701807	8	0.00389614981383952	"Cottbus"	TRUE
4.32814443523422	"PSyl"	0.097874	0.0916299314039409	0.0890990909090909	1.02840478470686	0.97237976220136	9	0.00752282041585577	"Cottbus"	TRUE
4.25789614695819	"PNig"	0.006996	0.00501072105136032	0.00671636363636364	0.746046718529555	1.34039863075999	10	0.000537728626901189	"Cottbus"	FALSE
4.20036271601683	"AInc"	0.012163	0.0106037802864656	0.0117281818181818	0.904128231541133	1.1060377998544	11	0.000934876113350366	"Cottbus"	FALSE
4.13823208797057	"UGla"	0.000697	0.00107645968551797	0.000633636363636364	1.69886033582464	0.588629906127389	12	5.35730207190007e-05	"Cottbus"	FALSE
4.10423678579605	"TPla"	0.049349	0.0601976342180866	0.0457063636363636	1.31705148755684	0.759271759265101	13	0.00379307747412047	"Cottbus"	FALSE
4.08238233777311	"AGlu"	0.238132	0.211914152494053	0.216735454545455	0.977754899116469	1.02275120370517	14	0.0183033724101249	"Cottbus"	TRUE
4.08073778979974	"QPub"	1.295423	0.592447220869812	1.25925181818182	0.470475573126606	2.12550886192533	15	0.0995691868276471	"Cottbus"	TRUE
4.02463010421773	"SAri"	0.026598	0.00859183597693447	0.0260763636363636	0.329487504344858	3.03501646288033	16	0.00204438336453943	"Cottbus"	FALSE
3.96304498896519	"PTre"	0.252915	0.243954856766575	0.22999	1.06071940852461	0.942756389638363	17	0.0194396277405252	"Cottbus"	TRUE
3.96011541644128	"APla"	0.01231	0.0109280102156215	0.0116145454545455	0.940890046742613	1.06282344410171	18	0.000946174870948204	"Cottbus"	FALSE
3.91611390270515	"TCor"	0.007539	0.00557742462562655	0.00714363636363636	0.780754274394147	1.28081271252211	19	0.000579464853946264	"Cottbus"	FALSE
3.90985874801175	"SAlb"	0.52436	0.428428096863194	0.477362727272727	0.897489628716705	1.11421900376706	20	0.0403035138367506	"Cottbus"	TRUE
3.86628219362894	"QPet"	1.223349	1.10931681240384	1.11235727272727	0.99726665128374	1.00274084038882	21	0.0940294136636567	"Cottbus"	TRUE
3.86108071747658	"CAve"	1.631548	0.693623949994126	1.59182363636364	0.435741707905935	2.29493753261708	22	0.125404526266921	"Cottbus"	TRUE
3.8505448569429	"SAuc"	1.62105	1.02568597280153	1.57572727272727	0.650928615982047	1.53626676635089	23	0.124597625877383	"Cottbus"	TRUE
3.84390347447605	"FSyl"	0.007704	0.00713326726109304	0.00743272727272727	0.959710614873085	1.04198076430804	24	0.000592147132882613	"Cottbus"	FALSE
3.70032665350851	"ACam"	0.268573	0.131675454163223	0.265540909090909	0.495876340161744	2.01663180718366	25	0.0206431375804364	"Cottbus"	TRUE
3.63557912119768	"CSat"	0.231219	0.0999380090219568	0.226255454545455	0.441704308180024	2.26395799515823	26	0.0177720233538402	"Cottbus"	TRUE
3.51845846677564	"APse"	0.781497	0.372355741389138	0.773463636363636	0.481413377285236	2.07721689338828	27	0.0600676541934532	"Cottbus"	TRUE
3.50445226944713	"FExc"	0.038094	0.0329997691176496	0.0348027272727273	0.948194917572149	1.05463547786198	28	0.00292799232606831	"Cottbus"	TRUE
3.4407273141339	"CBet"	0.056806	0.0497924135696484	0.0518009090909091	0.961226635661243	1.04033738028086	29	0.00436623961974685	"Cottbus"	TRUE
5.91164313584738	"AVir"	0.218235	0.102391050194829	0.22357	0.457982064654601	2.18349161938072	0	0.00733591061950838	"Basel"	TRUE
5.66081750476897	"PMon"	2.083105	0.774760674441997	2.11121727272727	0.366973444396445	2.72499281697258	1	0.070023012308067	"Basel"	TRUE
5.59937170768693	"TBac"	0.916545	0.725031487926872	0.936803636363636	0.773941795039573	1.29208682928006	2	0.0308094127832717	"Basel"	TRUE
5.45088151904219	"AAlb"	0.515545	0.236399492696733	0.549804545454545	0.429970058725673	2.32574333888215	3	0.0173299060202738	"Basel"	TRUE
5.43859590321483	"PCem"	1.187009	0.159273589655718	1.18030727272727	0.134942479247538	7.41056489828975	4	0.039900987140248	"Basel"	TRUE
5.12023310117073	"LDec"	1.416594	0.12322900592725	1.42202727272727	0.0866572732398527	11.5397122781855	5	0.0476184249461904	"Basel"	TRUE
4.66257804432037	"BPen"	0.844641	0.308149032978289	0.833263636363636	0.369809769118273	2.70409297835553	6	0.0283923792314348	"Basel"	TRUE
4.54173654409529	"QRob"	0.633047	0.0890650455872254	0.634566363636364	0.140355762125242	7.12475202199166	7	0.0212797040344029	"Basel"	TRUE
4.54005779679717	"PAbi"	0.920494	0.328561596021203	0.93547	0.351226224273577	2.84716781062761	8	0.0309421573523667	"Basel"	TRUE
4.32814443523422	"PSyl"	1.194281	0.422817423299294	1.21000636363636	0.349434049279398	2.86177034568382	9	0.0401454334574064	"Basel"	TRUE
4.25789614695819	"PNig"	0.102133	0.148149126901977	0.0932072727272727	1.5894588755479	0.629144934407499	10	0.00343317322749444	"Basel"	FALSE
4.20036271601683	"AInc"	0.225134	0.338797675083254	0.205257272727273	1.65060010094462	0.605840263445828	11	0.0075678186423461	"Basel"	FALSE
4.13823208797057	"UGla"	0.002112	0.00590215723274126	0.00192	3.07404022538607	0.325304786756461	12	7.09943099337948e-05	"Basel"	FALSE
4.10423678579605	"TPla"	1.581544	1.1368837812635	1.70957	0.665011541652873	1.5037332998981	13	0.053163174673264	"Basel"	TRUE
4.08238233777311	"AGlu"	1.84851	0.65676731603154	1.86657545454545	0.351856826592352	2.84206507994959	14	0.0621371647044124	"Basel"	TRUE
4.08073778979974	"QPub"	1.167589	0.151149170051551	1.16466545454545	0.129779044670421	7.70540423178131	15	0.03924818908205	"Basel"	TRUE
4.02463010421773	"SAri"	0.037944	0.00468202403783973	0.0379609090909091	0.123338037733163	8.10779884599313	16	0.00127547731824238	"Basel"	FALSE
3.96304498896519	"PTre"	2.494127	0.883214652910811	2.52012181818182	0.350465063449996	2.8533514586474	17	0.0838394058959497	"Basel"	TRUE
3.96011541644128	"APla"	1.121756	0.822819616150355	1.16010272727273	0.709264444265822	1.40991136392735	18	0.0377075251581884	"Basel"	TRUE
3.91611390270515	"TCor"	0.124113	0.187875526157855	0.113159090909091	1.66027779693626	0.602308843643708	19	0.00417202499470316	"Basel"	FALSE
3.90985874801175	"SAlb"	2.038062	0.72927943855936	2.06236636363636	0.353612942597403	2.82795078894645	20	0.0685089040209705	"Basel"	TRUE
3.86628219362894	"QPet"	1.837571	0.675314087682034	1.86091272727273	0.362894013128571	2.75562550999073	21	0.0617694531720422	"Basel"	TRUE
3.86108071747658	"CAve"	1.702122	0.24977491377056	1.71720090909091	0.145454682936775	6.87499350182262	22	0.0572163715971262	"Basel"	TRUE
3.8505448569429	"SAuc"	1.471845	0.191082952629099	1.47453636363636	0.12958849801294	7.71673424210953	23	0.0494756723979669	"Basel"	TRUE
3.84390347447605	"FSyl"	0.170494	0.26466774934898	0.155423636363636	1.70287966194377	0.587240556304807	24	0.00573110979064981	"Basel"	FALSE
3.70032665350851	"ACam"	0.635511	0.0762119401406368	0.63736	0.119574400873347	8.36299402460895	25	0.0213625307293257	"Basel"	TRUE
3.63557912119768	"CSat"	0.411268	0.0596222700156425	0.411872727272727	0.144758965737886	6.90803498700516	26	0.0138246628114829	"Basel"	TRUE
3.51845846677564	"APse"	0.965065	0.11317375007242	0.968836363636364	0.116814102277955	8.56061023882664	27	0.0324403994868644	"Basel"	TRUE
3.50445226944713	"FExc"	0.804418	0.286674251870402	0.811753636363636	0.353154256449776	2.83162380669824	28	0.0270402939433349	"Basel"	TRUE
3.4407273141339	"CBet"	1.078049	0.381416103228244	1.09366272727273	0.348751122002103	2.86737428759862	29	0.0362383261504818	"Basel"	TRUE
5.91164313584738	"AVir"	0.533888	0.202073781543457	0.548044545454545	0.368717804454851	2.71210120020784	0	0.0158380463878	"Schaffhausen"	TRUE
5.66081750476897	"PMon"	2.022339	0.825180995180616	2.04887454545455	0.402748424500315	2.48293957013162	1	0.0599936670122894	"Schaffhausen"	TRUE
5.59937170768693	"TBac"	1.390178	0.816449994388121	1.45597181818182	0.560759476380308	1.78329576604747	2	0.041240304429579	"Schaffhausen"	TRUE
5.45088151904219	"AAlb"	0.782397	0.187649686408187	0.803080909090909	0.233662242849985	4.27968159426602	3	0.0232101863680689	"Schaffhausen"	TRUE
5.43859590321483	"PCem"	1.413832	0.0918966329584001	1.40867909090909	0.0652360310814968	15.3289521667978	4	0.0419420118087616	"Schaffhausen"	TRUE
5.12023310117073	"LDec"	1.449995	0.0819659491607227	1.46459727272727	0.0559648380391227	17.8683622616926	5	0.0430148047382187	"Schaffhausen"	TRUE
4.66257804432037	"BPen"	0.763499	0.281918555331145	0.76985	0.366199331468657	2.73075321025154	6	0.0226495680349417	"Schaffhausen"	TRUE
4.54173654409529	"QRob"	0.644735	0.0547015042505481	0.646285454545454	0.0846398504961259	11.814765670525	7	0.0191263763895016	"Schaffhausen"	TRUE
4.54005779679717	"PAbi"	0.996015	0.337835991742093	1.00848818181818	0.334992514372371	2.98514133031767	8	0.029547267915639	"Schaffhausen"	TRUE
4.32814443523422	"PSyl"	1.276646	0.433502572906279	1.29200818181818	0.335526182424194	2.98039334151197	9	0.0378723226009938	"Schaffhausen"	TRUE
4.25789614695819	"PNig"	0.241282	0.289091440035533	0.275047272727273	1.05106092188809	0.951419636269638	10	0.00715774752109275	"Schaffhausen"	TRUE
4.20036271601683	"AInc"	0.494827	0.607205058131106	0.57371	1.05838325657755	0.944837320304611	11	0.0146792828831814	"Schaffhausen"	TRUE
4.13823208797057	"UGla"	0.007227	0.012135677154572	0.00657	1.84713503113729	0.541378937188094	12	0.00021439245917614	"Schaffhausen"	FALSE
4.10423678579605	"TPla"	2.005997	1.16099632161582	2.10607636363636	0.551260315941836	1.81402500974786	13	0.0595088736584971	"Schaffhausen"	TRUE
4.08238233777311	"AGlu"	1.954457	0.665441816612364	1.97217181818182	0.337415741609089	2.96370286469486	14	0.05797991456815	"Schaffhausen"	TRUE
4.08073778979974	"QPub"	1.159772	0.101247607109771	1.16017363636364	0.0872693568758501	11.4587758612981	15	0.0344051987219635	"Schaffhausen"	TRUE
4.02463010421773	"SAri"	0.038784	0.00265171573959887	0.0388018181818182	0.0683399867288026	14.6327216007278	16	0.0011505461653089	"Schaffhausen"	FALSE
3.96304498896519	"PTre"	2.645935	0.901401149982121	2.66383909090909	0.33838423388948	2.95522042651258	17	0.0784929447170637	"Schaffhausen"	TRUE
3.96011541644128	"APla"	1.903546	1.12663002843315	1.96232545454545	0.574130058713484	1.74176562404834	18	0.056469615067788	"Schaffhausen"	TRUE
3.91611390270515	"TCor"	0.298264	0.363455845296234	0.34252	1.06112298638396	0.942397830253162	19	0.00884814618011791	"Schaffhausen"	TRUE
3.90985874801175	"SAlb"	2.123033	0.725839939322964	2.15163181818182	0.337343932725589	2.96433373477461	20	0.0629808033460768	"Schaffhausen"	TRUE
3.86628219362894	"QPet"	1.764435	0.611783255302963	1.78966090909091	0.341843112399281	2.92531855616847	21	0.05234281980164	"Schaffhausen"	TRUE
3.86108071747658	"CAve"	1.76908	0.144053122152275	1.76911272727273	0.0814267626542644	12.2809745518924	22	0.0524806159788744	"Schaffhausen"	TRUE
3.8505448569429	"SAuc"	1.582956	0.130448534623638	1.58335363636364	0.0823874917313034	12.1377648352419	23	0.0469591572723987	"Schaffhausen"	TRUE
3.84390347447605	"FSyl"	0.395688	0.484541738395438	0.452934545454545	1.06978313590361	0.934768895151201	24	0.0117382763783712	"Schaffhausen"	TRUE
3.70032665350851	"ACam"	0.654417	0.0443141221898228	0.656296363636364	0.0675215110811982	14.8100950939538	25	0.0194135976140407	"Schaffhausen"	TRUE
3.63557912119768	"CSat"	0.426681	0.0368933845264728	0.427367272727273	0.0863271169339552	11.583845673487	26	0.0126576987510356	"Schaffhausen"	TRUE
3.51845846677564	"APse"	0.984617	0.0576765028097546	0.985621818181818	0.0585178835794755	17.0887930121714	27	0.0292091407190581	"Schaffhausen"	TRUE
3.50445226944713	"FExc"	0.83461	0.28401571062499	0.838187272727273	0.338845172035203	2.95120037860864	28	0.0247591103297354	"Schaffhausen"	TRUE
3.4407273141339	"CBet"	1.150076	0.390412256185689	1.16381	0.335460475666723	2.98097711216952	29	0.0341175621806362	"Schaffhausen"	TRUE
5.91164313584738	"AVir"	0.00047	0.000480751305959556	0.000477272727272727	1.00728845058193	0.992764286557922	0	0.000174740807332273	"Sion"	FALSE
5.66081750476897	"PMon"	0.017002	0.0224148254510268	0.01615	1.38791488860847	0.720505276085483	1	0.00632115575800703	"Sion"	TRUE
5.59937170768693	"TBac"	0.007401	0.00277100080377929	0.00749636363636364	0.369645996138396	2.70529103641528	2	0.00275161003205564	"Sion"	FALSE
5.45088151904219	"AAlb"	0.002549	0.00348769004043963	0.00231727272727273	1.50508397194335	0.66441475601445	3	0.000947690038063753	"Sion"	FALSE
5.43859590321483	"PCem"	0.740639	0.692607176789268	0.67427	1.02719559937305	0.973524419896609	4	0.275361397450569	"Sion"	TRUE
5.12023310117073	"LDec"	0.647433	0.614391749295039	0.589282727272727	1.04260946547427	0.959131902322708	5	0.24070843641182	"Sion"	TRUE
4.66257804432037	"BPen"	0.001466	0.000839909085989235	0.00144454545454545	0.581434861288961	1.71988311430646	6	0.000545042603295983	"Sion"	FALSE
4.54173654409529	"QRob"	0.035578	0.0319820496528912	0.03273	0.977147865960624	1.02338656700326	7	0.0132275073261013	"Sion"	TRUE
4.54005779679717	"PAbi"	0.00249	0.00178696288815307	0.00245181818181818	0.728831730429506	1.37205881446832	8	0.000925754489909276	"Sion"	FALSE
4.32814443523422	"PSyl"	0.002883	0.00222660197692276	0.00276818181818182	0.804355393962247	1.24323154603839	9	0.0010718675479552	"Sion"	FALSE
4.25789614695819	"PNig"	0.005041	0.00087685180669774	0.00499090909090909	0.175689797334702	5.69185015391034	10	0.00187418810587657	"Sion"	FALSE
4.20036271601683	"AInc"	0.006782	0.000830702878728172	0.00681454545454545	0.121901436312832	8.20334878937545	11	0.00252147267090952	"Sion"	FALSE
4.13823208797057	"UGla"	0	0	0	NA	NA	12	0	"Sion"	FALSE
4.10423678579605	"TPla"	0.00774	0.00093723384100622	0.00778454545454545	0.120396733049964	8.30587321322917	13	0.00287764648670594	"Sion"	FALSE
4.08238233777311	"AGlu"	0.005791	0.00664964975154194	0.00549727272727273	1.20962704261553	0.826701094444561	14	0.00215302981970467	"Sion"	FALSE
4.08073778979974	"QPub"	0.149929	0.15197276821852	0.13671	1.11164339271831	0.899569058342256	15	0.0557419457500433	"Sion"	TRUE
4.02463010421773	"SAri"	0.011037	0.00558434858250352	0.0105309090909091	0.530281719678338	1.8857900676014	16	0.00410343466069425	"Sion"	TRUE
3.96304498896519	"PTre"	0.002018	0.00275111349357773	0.00192636363636364	1.42813819864818	0.70021234705896	17	0.000750270104673462	"Sion"	FALSE
3.96011541644128	"APla"	0.004928	0.000611643092601619	0.00484454545454545	0.126253969199058	7.92054306366679	18	0.00183217595432647	"Sion"	FALSE
3.91611390270515	"TCor"	0.004994	0.000412973694958011	0.00498545454545455	0.0828357156188572	12.0720874145784	19	0.00185671402514334	"Sion"	FALSE
3.90985874801175	"SAlb"	0.019286	0.0255819335042952	0.0181527272727273	1.40926116059319	0.709591683899867	20	0.00717032172385153	"Sion"	TRUE
3.86628219362894	"QPet"	0.011045	0.0177691651208184	0.0102209090909091	1.73851121879394	0.575204801205559	21	0.00410640897230842	"Sion"	TRUE
3.86108071747658	"CAve"	0.295849	0.303093642139611	0.269253636363636	1.12568077532024	0.888351317642001	22	0.109993389592438	"Sion"	TRUE
3.8505448569429	"SAuc"	0.584776	0.613429734759632	0.531935454545455	1.15320332479777	0.867149771854293	23	0.217413256060718	"Sion"	TRUE
3.84390347447605	"FSyl"	0.00456	0.000716885942493961	0.00452636363636364	0.158380103784567	6.31392438888808	24	0.00169535762007482	"Sion"	FALSE
3.70032665350851	"ACam"	0.027127	0.022390234600257	0.0249736363636364	0.896554841843496	1.11538073671411	25	0.0100855188946863	"Sion"	TRUE
3.63557912119768	"CSat"	0.038488	0.03247660954091	0.0352945454545455	0.920159450211236	1.08676816802831	26	0.0143094131757543	"Sion"	TRUE
3.51845846677564	"APse"	0.046494	0.0431036187470485	0.0426909090909091	1.00966738973069	0.990425173845348	27	0.0172859555236313	"Sion"	TRUE
3.50445226944713	"FExc"	0.003026	0.00145350798227786	0.00293363636363636	0.495462900683497	2.0183145874706	28	0.00112503336805842	"Sion"	FALSE
3.4407273141339	"CBet"	0.002876	0.00160740841673229	0.00282272727272727	0.569452257135434	1.75607346791527	29	0.0010692650252928	"Sion"	FALSE
