"site" "simul" "decreasing" "increasing" "random_1" "random_10" "random_11" "random_12" "random_13" "random_14" "random_15" "random_16" "random_17" "random_18" "random_19" "random_2" "random_20" "random_21" "random_22" "random_23" "random_24" "random_25" "random_26" "random_27" "random_28" "random_29" "random_3" "random_30" "random_4" "random_5" "random_6" "random_7" "random_8" "random_9" "int_min" "int_max" "mean"
"Davos" 13 1.246502 1.516135 1.522185 1.834786 1.910975 1.825458 1.783461 1.50645 1.880345 1.730561 1.512002 1.652932 1.505554 1.504799 1.645385 1.912455 1.486997 1.512381 1.506066 1.508777 1.502362 1.977062 1.824602 1.761283 1.800374 1.737446 1.525809 1.741998 1.491626 1.540334 1.501285 1.941672 1.512002 1.783461 1.6491585
"Davos" 14 1.238931 1.512283 1.516841 1.774863 1.916359 1.808425 1.792384 1.494068 1.82797 1.64239 1.5101 1.650464 1.53853 1.457597 1.695709 1.57766 1.489844 1.501375 1.481961 1.506178 1.506577 1.971618 1.792437 1.840624 1.813764 1.731571 1.512727 1.786943 1.530306 1.509976 1.543247 1.981094 1.512727 1.786943 1.610025
"Davos" 15 1.256987 1.527989 1.538123 1.839572 1.934482 1.830442 1.873196 1.507532 1.793136 1.676257 1.500222 1.65548 1.473516 1.511768 1.654409 1.570784 1.489458 1.51061 1.484658 1.479481 1.491675 2.121133 1.651371 1.779802 1.762001 1.702044 1.51608 1.755207 1.503987 1.492342 1.492251 1.956461 1.507532 1.755207 1.6110775
"Davos" 16 1.241337 1.497401 1.530847 1.788274 1.572998 1.74739 1.756757 1.507034 1.831722 1.625231 1.493353 1.72515 1.498865 1.508533 1.894273 1.579003 1.527225 1.504508 1.530949 1.49701 1.520759 2.131771 1.772526 1.816991 1.794737 1.734871 1.497066 1.859274 1.532908 1.469358 1.66757 1.955781 1.527225 1.756757 1.602117
"Davos" 17 1.251685 1.519966 1.515524 1.806485 1.587475 1.874353 1.824374 1.540313 1.801099 1.336805 1.538897 1.724849 1.476809 1.484257 1.907113 1.622956 1.474098 1.840562 1.527943 1.708333 1.499691 1.846607 1.86014 1.884154 1.864215 1.588601 1.513402 2.054487 1.480655 1.468631 1.64194 1.946595 1.527943 1.824374 1.632448
"Davos" 18 1.237983 1.504311 1.529447 1.809544 1.581096 1.790252 1.786032 1.504143 1.814708 1.333122 1.526173 1.669537 1.499045 1.522248 1.91661 1.639922 1.476965 1.794328 1.886446 1.710342 1.544612 1.242351 1.846525 1.826681 1.70282 1.596121 1.497694 2.077764 1.537453 1.483862 1.725436 1.951373 1.529447 1.790252 1.6547295
"Davos" 19 0.218369 1.503557 1.52571 1.979336 1.53936 1.766375 1.82683 1.467888 1.872064 1.346414 1.518843 1.738386 1.471124 1.999844 1.882325 1.635553 1.656405 1.790033 1.773154 1.67909 1.536952 1.249594 1.816275 1.892284 1.655309 1.613295 1.51695 1.988182 1.485854 1.479857 1.619566 2.001139 1.536952 1.790033 1.655857
"Davos" 20 0.219876 1.539698 1.509967 1.934319 1.538007 1.879822 1.846211 1.470273 1.66951 1.3282 1.480973 1.672629 1.48371 2.048909 1.878561 1.872528 1.643036 1.826134 1.879272 1.725414 1.507203 1.247714 1.874083 1.833074 1.647778 1.597208 1.48284 2.018878 1.489223 1.531624 1.602843 2.061661 1.531624 1.846211 1.658644
"Davos" 21 0.216231 1.509742 1.496244 2.011318 1.796856 1.655038 1.893535 1.533809 1.635578 1.35988 1.502429 1.611423 1.508658 2.111696 1.892134 1.880694 1.625285 1.807706 1.648426 1.747901 1.496527 1.246283 1.912332 2.104816 1.757738 1.582111 1.490127 2.049999 1.493298 1.509795 1.756077 2.012859 1.533809 1.807706 1.651732
"Davos" 22 0.224977 1.518409 1.505963 2.040583 1.744593 1.654791 1.656535 1.498524 1.624045 1.350811 1.488112 1.677562 1.489065 2.110301 1.774701 1.874746 1.588432 1.936232 1.619432 1.811125 1.503992 1.227291 1.825241 2.129756 1.757584 1.341663 1.537592 1.988573 1.485554 1.489992 1.777097 2.047087 1.505963 1.777097 1.655663
"Davos" 23 0.217553 1.774376 1.529688 1.956131 0.403737 1.697822 1.683004 1.497854 1.67953 1.338815 1.509568 1.667215 1.514478 2.120521 1.767238 0.411009 0.106484 1.787966 1.554077 1.814525 1.467582 1.114803 1.774853 2.112809 1.786438 1.339449 1.49704 1.9795 1.501994 1.3332 1.368259 2.002216 1.49704 1.767238 1.5418825
"Davos" 24 0.216908 1.838241 1.463276 1.966769 0.403849 1.619784 1.615232 1.484311 1.677235 1.271359 1.51473 1.665776 1.495758 2.083691 1.324572 0.40102 0.109554 1.683873 1.603889 1.806985 1.496224 0.000745 1.898832 2.096192 1.799561 1.349181 1.508853 1.743485 1.483763 1.338776 0.001357 2.139028 1.463276 1.677235 1.5117915
"Davos" 25 0.000433 1.844229 1.539972 2.037496 0.408047 1.630143 2.076604 1.484016 1.668189 1.284364 1.540296 1.55322 1.493057 0.000571 1.313794 0.403265 0.091684 1.583837 1.55248 1.799141 1.499496 0.00068 1.630289 2.039698 1.794457 0.409576 1.495839 1.768881 1.533979 1.025157 0.001522 2.095666 1.313794 1.630143 1.5369755
"Davos" 26 0.000377 1.604528 1.481993 1.972936 0.199344 1.654448 1.826698 1.499437 1.986317 1.269421 1.502813 1.646549 1.474258 0.000486 1.320034 0.400698 0.111827 1.649281 1.561108 1.808256 1.495273 0.000465 1.240398 2.022777 1.768044 0.404451 1.490355 1.839257 1.537016 0.198892 0.00083 2.141294 1.269421 1.649281 1.497355
"Davos" 27 0.000533 1.288478 1.476003 2.061062 0.196751 1.68054 1.832812 1.492908 1.978851 1.268112 1.490266 0.220189 1.799965 0.000366 1.322696 0.21724 0.096942 1.56929 0.22194 1.80005 1.456073 0.000417 1.248777 0.304738 1.353376 0.406571 1.501964 1.805652 1.505341 0.000899 0.000844 2.098425 0.304738 1.505341 1.4047245
"Davos" 28 0.00043 1.337281 1.492835 2.082861 0.196632 1.635216 0.214465 1.492016 1.931672 1.066124 2.036787 0.000841 1.71152 0 1.066882 0.220465 0.094601 1.566219 0.22141 0.001271 1.478124 0.000492 1.108436 0.301334 1.387015 0.212546 1.495417 1.795103 1.491063 0.00089 0.000436 0.000985 0.212546 1.492016 1.066503
"Davos" 29 0.000292 1.313001 1.497343 2.112771 0.196631 1.699905 0.214359 1.488201 2.065919 1.055031 0.407482 0.000341 1.710597 0 1.060902 0.000206 0.109179 0.281287 0.220084 0.000671 0.195438 0.000338 1.10586 0.299991 0 0.000341 0 1.802615 0.000276 0.000352 0.000526 0.000498 0.000498 1.055031 0.205495
"Davos" 30 0.000237 0.1945 0 0.000437 0.000417 1.794641 0.217549 0.098237 1.089254 0.000451 0.217549 0 0.098237 0 1.062693 0.000204 0 0.1945 0 0.000218 0 0 0 0.098237 0 0 0 0.000237 0.000237 0 0.000451 0 0 0.000451 0.0002275
"Adelboden" 1 2.330157 2.380964 2.34783 2.339442 2.388509 2.424996 2.396274 2.34487 2.410379 2.361342 2.355457 2.303105 2.356626 2.363572 2.32928 2.302248 2.36635 2.373392 2.376382 2.339537 2.320817 2.379741 2.342315 2.350741 2.301907 2.326091 2.320956 2.32261 2.361683 2.383383 2.364765 2.391901 2.339537 2.36635 2.3560415
"Adelboden" 2 2.34897 2.316081 2.389805 2.424045 2.351308 2.916813 2.36548 2.307018 2.326029 2.35248 2.325682 2.328808 2.376808 2.332413 2.318557 2.330561 2.335463 2.040217 2.39875 2.354463 2.343274 2.33485 2.361334 2.974513 2.337664 2.964128 1.987093 2.349365 2.408337 2.305015 2.304366 2.377009 2.330561 2.36548 2.3463195
"Adelboden" 3 2.382045 2.303178 2.265608 2.33988 2.391892 2.916713 2.424699 2.426602 2.400069 2.420081 2.337245 2.327446 2.295076 2.348885 2.398645 2.361423 2.357274 2.017222 2.379247 2.318226 2.365803 3.02646 2.982574 2.933304 2.351098 2.926573 2.019328 2.241676 2.33649 2.297558 2.330015 2.376433 2.33649 2.398645 2.3593485
"Adelboden" 4 2.338224 2.328625 2.310833 2.327069 2.311895 2.964833 2.295742 2.339499 2.36529 2.320493 2.394794 2.360163 2.348381 2.361591 2.247245 2.21131 2.350539 2.028416 2.273625 2.397668 2.373141 2.853862 3.027108 2.96896 2.352039 2.867137 1.954854 2.217413 2.381854 2.396154 2.359638 2.347336 2.320493 2.373141 2.351289
"Adelboden" 5 2.371454 2.366623 2.321317 2.334434 2.366923 2.956913 2.95018 2.297168 2.00826 2.405705 2.342445 2.937046 2.291604 2.463297 2.381185 2.210103 2.363005 1.880519 2.20514 2.371012 2.368476 2.89959 3.023868 2.951644 2.351994 2.788243 2.013969 2.161165 2.357875 2.397914 1.993823 2.293275 2.297168 2.397914 2.36044
"Adelboden" 6 2.348144 2.262641 2.346997 2.98067 2.285801 2.967285 2.954603 2.349129 1.983807 2.375629 2.319306 2.946715 2.400078 2.389445 2.345196 2.131966 2.344968 1.839213 1.83562 2.342231 2.342767 2.8657 2.975806 2.913592 2.38633 2.824283 2.008798 2.742294 2.309391 2.347334 1.975129 2.387332 2.342231 2.400078 2.3482315
"Adelboden" 7 2.372338 1.952058 2.320495 2.952601 2.315577 3.046071 3.031477 2.303274 1.995506 2.38668 2.330925 2.824415 2.354085 2.380846 2.279486 2.22797 2.269338 1.828389 1.798497 2.365394 2.315584 2.877806 3.042067 2.880471 2.297205 2.823502 2.043581 2.225642 2.351756 2.15297 2.048994 2.331154 2.279486 2.380846 2.32571
"Adelboden" 8 2.28737 1.950335 2.340304 2.917387 2.960723 3.008051 3.059673 2.314571 1.882112 2.386854 2.324827 3.000056 2.338923 2.348872 2.867789 2.63794 2.317051 1.829078 1.829197 2.377295 2.167851 2.93946 3.027222 2.718589 2.95721 2.850109 2.004854 2.215409 2.367234 2.216938 1.972032 2.376041 2.317051 2.850109 2.3716375
"Adelboden" 9 2.391974 1.916648 2.262521 2.920814 2.963645 2.954564 2.547989 2.331186 1.871504 2.196089 2.327343 2.875461 2.371204 2.216718 2.817358 2.694744 1.96805 1.825574 1.847758 2.311073 2.157088 2.91179 2.742878 2.782109 2.921494 2.908119 2.029763 2.165452 1.992368 2.1858 1.991185 2.36749 2.1858 2.742878 2.3292645
"Adelboden" 10 2.999241 2.007454 2.338347 2.936694 2.679064 2.960143 2.089067 2.254534 1.875057 2.164488 2.011635 2.830963 2.329426 2.188034 2.916792 2.81205 1.959771 1.844328 1.841189 2.366581 2.146052 2.922248 2.755193 2.736582 2.938125 2.941434 1.974583 2.115189 1.996561 2.250567 2.004568 2.299526 2.115189 2.736582 2.27703
"Adelboden" 11 2.975402 1.975873 2.254896 3.031082 2.62329 3.018369 2.020623 2.317895 1.8701 2.732411 1.961811 2.893603 2.326989 2.189667 2.957352 2.217535 2.017271 1.873774 1.871399 2.366917 2.156033 2.975449 2.795556 2.704042 2.937081 2.927746 2.001409 2.138695 2.002995 2.239963 2.003682 2.391338 2.138695 2.704042 2.2863955
"Adelboden" 12 2.683066 1.98055 2.331722 3.204196 2.596174 2.953625 1.995817 1.957521 2.30695 2.735539 2.032083 2.885612 2.306907 2.147009 2.952598 2.209012 1.791226 1.838485 1.831678 2.324806 2.1843 2.84906 2.714045 2.750078 2.892085 2.952875 2.016568 2.132361 1.946579 2.19921 1.985728 3.045753 2.132361 2.735539 2.3069285
"Adelboden" 13 2.659698 1.902461 2.279706 3.212704 2.586657 3.02059 1.993604 1.934204 2.272645 2.60889 1.982001 2.915459 2.145335 2.160955 2.67047 2.21901 1.844082 1.783333 1.798962 2.192803 2.141846 2.879086 2.756396 2.74258 2.917206 2.859087 2.029554 2.466751 1.999427 2.258697 2.001373 3.041417 2.141846 2.67047 2.265671
"Adelboden" 14 2.66354 1.940694 2.276739 3.170148 2.505597 3.0116 1.728927 1.964614 2.326389 2.678383 1.964762 2.91669 2.177924 2.193927 2.753738 2.19583 1.788004 1.83358 1.819422 1.88122 2.180601 2.951117 2.775756 2.705134 3.035362 3.094689 2.025908 2.481133 2.001663 2.207071 1.988795 3.055726 2.025908 2.705134 2.241905
"Adelboden" 15 2.7025 1.960489 2.31445 3.148297 2.586256 2.483472 1.918977 1.978754 2.346825 2.648836 1.96265 2.885786 2.138588 2.147119 2.763613 2.024825 1.829824 1.818409 1.871838 1.848816 2.14509 2.707552 2.810407 2.594489 2.693098 3.128484 2.017503 2.483798 1.998759 2.214728 1.8739 2.966017 2.017503 2.594489 2.264589
"Adelboden" 16 2.577579 1.944794 1.997911 3.146382 2.549554 2.480091 2.008831 1.947572 2.279847 2.590094 1.942703 2.911123 2.142039 2.126459 2.781381 2.049212 1.838641 1.834097 1.866087 1.860477 2.149841 2.590337 2.721342 2.706675 2.618952 3.086329 2.015807 2.459283 1.827994 2.261599 2.547412 2.979255 2.015807 2.590094 2.270723
"Adelboden" 17 2.488396 1.897403 1.957555 3.135425 2.535928 2.486278 2.0457 1.901024 2.260124 2.628035 1.951751 2.530356 2.182049 2.13248 2.775953 2.025789 1.79232 2.20557 1.854457 1.965788 2.165402 2.595408 2.744174 2.757369 2.850606 3.056884 1.855563 2.511312 1.78962 2.193065 2.551751 2.761746 2.0457 2.551751 2.232847
"Adelboden" 18 2.537589 1.898023 2.013768 3.260451 2.62071 2.525669 1.740078 1.957852 2.294556 2.557324 1.789072 2.473879 2.113904 1.856159 2.733393 2.046644 1.837967 2.281867 2.054126 2.033902 2.190293 2.513634 2.742763 2.856604 2.901043 3.022651 1.802626 2.401324 1.818751 2.216035 2.832483 2.691893 2.046644 2.557324 2.2882115
"Adelboden" 19 2.539491 1.917597 2.004309 3.250814 2.546424 2.048146 1.80286 1.791865 2.166942 2.644967 1.772728 2.569702 2.103138 2.108135 2.771079 2.023952 2.376515 2.306471 2.116926 2.036771 2.197098 2.460968 2.75792 2.879815 2.858255 3.027506 1.827478 2.418573 1.818358 2.197403 2.882957 2.707488 2.103138 2.569702 2.251937
"Adelboden" 20 2.470242 1.959626 1.870527 3.291119 2.614264 2.043679 1.722242 1.747159 2.073211 2.553877 1.767456 2.571336 1.821379 2.040683 2.747802 2.037315 2.270852 2.167405 2.031811 2.076829 2.147506 2.519134 1.870264 2.805269 2.173545 3.071052 1.848079 2.435466 1.805917 2.240235 2.858976 2.749145 2.037315 2.519134 2.1574555
"Adelboden" 21 2.510108 1.761196 1.863781 3.280067 2.497546 2.040044 1.688964 1.736043 2.100988 2.656884 1.800517 2.145019 1.820571 2.041474 3.025723 2.059926 2.153711 2.167844 1.986146 2.093947 2.151908 2.500469 1.895093 2.889816 2.238841 3.04545 1.853859 2.417871 1.823139 2.200883 2.901438 2.680603 2.040044 2.417871 2.1484635
"Adelboden" 22 2.465475 1.757013 1.808024 3.244504 2.558992 2.087136 1.546769 1.794627 1.93488 2.696023 1.719229 2.000929 1.835018 2.124837 2.977984 1.764707 2.328577 2.153757 2.056364 2.136482 1.79507 2.397114 1.911554 2.861313 2.204421 2.575183 1.877664 2.450129 1.809031 2.216809 2.912156 2.737675 1.911554 2.397114 2.1306595
"Adelboden" 23 2.69134 1.84961 1.827433 3.272814 2.487524 2.073456 1.452932 1.782468 1.967523 2.668566 1.768791 1.908938 1.809354 2.052476 2.539215 1.775021 2.337748 1.993644 2.050405 2.104894 1.815044 2.48129 2.337157 2.344472 2.533587 2.574331 1.830849 2.454021 1.832914 3.053689 2.866896 2.654013 1.908938 2.48129 2.089175
"Adelboden" 24 2.689838 1.73161 1.826209 3.139103 2.524913 2.075127 1.555379 1.726938 2.001484 2.630078 1.760226 1.943631 1.780816 2.088422 2.539576 1.77202 1.742119 1.722883 2.078065 2.085116 1.75401 2.39252 2.285225 2.214247 2.299729 2.640626 1.795669 2.444707 1.814285 2.761184 2.863278 2.18345 1.814285 2.299729 2.0815905
"Adelboden" 25 2.677993 1.833846 1.874257 2.961374 2.471522 1.860214 1.319246 1.778766 1.956063 2.687621 1.755113 1.806753 1.785658 1.978561 2.595589 1.801241 1.764974 1.708546 2.507803 2.432423 1.789334 2.402821 2.240755 2.234577 2.339895 2.44969 1.779514 2.454142 1.805829 2.754842 2.849199 2.16254 1.805829 2.432423 2.0705505
"Adelboden" 26 2.048349 1.474269 1.800106 2.946752 2.560851 1.29523 1.289809 1.792062 1.845912 2.636696 1.767916 1.715228 1.757669 1.895964 2.625222 1.234636 1.459227 1.782651 2.017023 2.069045 1.79861 2.336658 2.206322 1.973288 2.351666 0.790369 1.79964 2.722217 1.81247 2.747001 2.821996 2.195793 1.792062 2.206322 1.870938
"Adelboden" 27 2.055326 1.245601 1.721414 2.972595 1.972399 1.29017 2.589321 1.774886 1.963435 2.897223 1.737521 1.797387 1.985804 1.854467 2.488663 1.225666 1.488223 1.722581 2.078782 2.119011 1.807302 1.829661 1.99056 1.852697 1.889585 0.713243 1.78221 2.679003 1.771795 2.771055 2.648775 2.183763 1.78221 2.078782 1.872026
"Adelboden" 28 2.031638 0.915974 1.800952 2.98194 1.893207 1.741663 0.684555 1.743458 3.092275 2.833437 2.361815 1.821605 1.957466 2.128727 2.251726 1.233032 1.45151 1.472543 2.113315 1.74165 1.760481 1.85595 1.976095 1.214459 1.547419 0.712507 1.767964 2.203726 1.852407 2.812286 2.160909 1.92416 1.743458 2.113315 1.8541785
"Adelboden" 29 2.475422 1.519675 1.704317 2.424892 1.765976 1.679742 0.680933 1.75368 3.116991 2.305535 0.404028 0.027738 2.003306 2.116126 2.303523 1.226786 1.50337 0.956008 0.628492 1.731916 1.49343 1.815274 1.058408 1.118573 1.44516 0.619707 2.142892 2.227553 1.657936 2.649 2.306989 1.80962 1.44516 2.003306 1.7181165
"Adelboden" 30 1.650978 0.020232 2.147687 0.028579 1.803575 2.536046 0.384464 0.998502 2.174183 2.278502 0.384464 0.000432 0.998502 0.390505 1.374772 1.15889 1.492018 0.020232 0.34017 0.416383 1.492018 2.147687 0.632084 0.998502 1.492018 0.632084 0.000432 1.650978 1.650978 2.147687 2.278502 0.34017 0.416383 1.650978 1.078696
"Huttwil" 1 2.935907 2.999914 3.021318 2.966109 3.016027 3.032811 2.963282 2.869018 2.975465 2.984229 3.015584 2.998322 2.924046 2.911237 3.005828 2.981612 2.91067 2.94141 2.936439 2.950455 2.908952 2.921133 2.898574 2.935779 2.909815 2.944552 2.963455 2.931541 2.87123 2.961002 2.891968 2.984709 2.924046 2.975465 2.9475035
"Huttwil" 2 2.912588 2.951248 2.943349 3.019723 3.021643 2.950739 2.892309 3.021387 2.911731 2.866716 2.97013 2.810297 3.022997 2.931506 3.043858 2.910779 2.925011 2.255112 2.895079 2.949695 2.953804 2.967131 2.891808 3.023532 2.918041 3.072108 2.259544 2.995823 2.916172 2.943636 2.99598 2.942203 2.916172 2.97013 2.9434925
"Huttwil" 3 2.971365 2.749486 2.903045 3.113292 2.865864 3.029773 2.961205 2.850592 2.895409 2.938843 2.921926 2.899457 2.862047 2.883623 2.958067 2.880493 2.872713 2.231748 2.89359 2.952964 2.954917 2.944815 3.046335 2.997215 2.97164 2.897532 2.244058 2.818884 2.965854 2.977026 2.94328 2.924168 2.89359 2.954917 2.923047
"Huttwil" 4 2.92101 2.821069 2.847704 3.017792 2.855935 3.000309 2.948461 2.85598 2.930405 2.934662 2.979732 2.920559 2.862426 2.961869 2.97421 2.838122 2.932048 2.214105 2.801447 2.953596 2.854044 3.031895 3.03449 2.978819 2.886726 2.817296 2.228732 2.772997 2.891238 2.984016 3.037969 2.945992 2.85598 2.961869 2.9312265
"Huttwil" 5 2.916942 2.969083 2.85016 2.965935 2.87907 3.019822 2.938216 2.776961 2.165818 2.93906 3.015675 2.970756 2.854645 2.924962 2.851533 2.809259 2.946768 2.187911 2.774053 2.872993 2.850594 2.886606 3.073091 3.081927 2.888365 2.932036 2.230998 2.750656 2.793204 2.929414 2.295853 2.983939 2.85016 2.938216 2.882838
"Huttwil" 6 2.917132 2.967602 2.858683 3.20337 2.862963 3.047165 2.936185 2.857979 2.149955 2.924692 2.897965 2.906522 2.845725 2.846699 2.829083 2.65606 2.892022 2.070754 2.067417 2.864764 2.890304 2.894265 3.069808 3.445429 2.949603 2.952273 2.201899 2.863995 2.835374 3.021781 2.336308 2.970007 2.846699 2.924692 2.877534
"Huttwil" 7 2.909037 2.208195 2.877677 3.371209 2.860947 3.027882 2.890601 2.796414 2.198785 2.973294 2.892727 2.938253 2.858958 2.906895 2.821808 2.663596 2.77919 2.065767 2.109457 2.817227 2.817171 2.812072 2.930922 3.527952 2.989504 2.890221 2.146764 2.091049 2.81547 2.873862 2.258337 2.953875 2.812072 2.892727 2.8599525
"Huttwil" 8 2.913658 2.214023 2.826016 3.260269 2.974196 3.033727 2.925908 2.893265 1.997365 2.909815 2.904479 2.853345 2.847121 2.934014 2.971358 2.8902 2.81141 2.071728 2.081162 2.940468 2.731225 2.890242 2.970714 3.383101 3.324976 2.929211 2.205406 2.188183 2.791223 2.869289 2.29681 2.959218 2.826016 2.934014 2.8917535
"Huttwil" 9 2.912073 2.270619 2.871968 3.387072 3.02342 2.923497 1.993967 2.859832 1.981662 2.760682 2.951322 2.86436 2.934826 2.656366 2.929293 2.797512 2.118868 2.083206 2.082672 3.026783 2.63153 2.842448 2.727827 3.37063 3.410471 2.927569 2.188642 2.016641 2.137447 2.818682 2.249024 2.925269 2.63153 2.925269 2.830565
"Huttwil" 10 3.054709 2.150193 2.824345 3.3599 2.837941 2.924597 1.935807 2.837069 2.112619 2.827583 2.269126 2.960106 2.801444 2.540106 2.88029 2.824443 2.126559 2.06345 2.084364 2.915932 2.742973 2.86191 2.792016 3.265842 3.33799 2.875405 2.174429 1.893064 2.197897 2.779996 2.316314 2.929784 2.316314 2.86191 2.8128945
"Huttwil" 11 2.985045 2.131994 2.918356 3.366703 2.748802 2.862513 1.863128 2.79029 2.074867 2.949297 2.246942 2.901917 2.868535 2.57989 2.86918 1.913189 2.071754 1.961887 2.085885 2.965733 2.692937 2.896299 2.792601 3.295899 3.340397 2.789587 2.149449 1.787631 2.162179 2.798414 2.34752 2.954395 2.246942 2.86918 2.7899385
"Huttwil" 12 2.89349 2.137037 2.848857 3.431015 2.810863 2.860217 1.845684 2.095779 2.358285 2.912187 2.260812 2.830921 3.013386 2.632234 2.757718 1.891312 1.981538 2.00701 2.119484 2.946225 2.66927 2.946002 2.671668 3.205805 3.381834 2.851115 2.422411 1.884627 2.172196 2.796228 2.293144 2.884206 2.293144 2.851115 2.714693
"Huttwil" 13 2.927274 2.16038 2.895228 3.368098 2.769881 3.3177 1.76852 2.107514 2.291571 2.895404 2.283968 2.943117 2.79189 2.606591 2.700677 1.916555 1.956778 2.011496 2.129631 2.775663 2.635264 2.933655 2.612267 3.241923 3.431582 2.821009 2.425079 1.816621 2.185045 2.870988 2.249632 2.957427 2.283968 2.870988 2.6679705
"Huttwil" 14 2.83252 2.180811 2.894306 3.424454 2.757479 3.314828 1.565009 2.119319 2.353034 2.899049 2.456482 2.887986 2.71776 2.598026 2.580704 1.918099 1.974076 2.054913 2.137778 2.203194 2.741622 2.821102 2.623061 3.353838 3.325828 2.700974 2.35809 1.83162 2.180222 2.829281 2.28191 3.529734 2.28191 2.821102 2.6105435
"Huttwil" 15 2.864382 2.082611 2.831072 3.341659 2.776896 2.206537 1.47725 2.071055 2.485181 2.814603 2.332286 2.883247 2.794348 2.644433 2.678233 1.856511 1.992355 1.990469 2.132413 2.084142 2.67637 2.741719 2.593763 3.244457 2.291133 2.844694 2.37335 1.834782 2.185135 2.804266 2.125082 3.563351 2.185135 2.776896 2.539472
"Huttwil" 16 2.803105 2.166682 2.275423 3.298061 2.758064 2.654424 1.510217 2.099587 2.352259 2.887271 2.332865 3.358831 2.721526 2.585469 2.697536 1.730755 1.959581 2.015548 2.106178 2.094197 2.598734 2.543146 2.575401 3.302309 2.425858 2.679759 2.314798 1.786438 1.992463 2.746765 1.935792 3.55219 2.106178 2.679759 2.484502
"Huttwil" 17 2.816261 2.148051 2.279008 3.271496 2.626088 2.65346 1.451939 2.152041 2.46172 2.804056 2.331274 2.426255 2.830025 2.666798 2.643023 1.720091 1.985906 1.580641 2.113395 2.315621 2.592067 2.660648 2.586643 3.241563 2.145356 2.768725 2.1913 1.913179 1.965828 2.647048 1.98793 2.930152 2.152041 2.647048 2.4439875
"Huttwil" 18 2.855817 2.137172 2.401974 3.234755 2.636128 2.646967 1.348091 2.154604 2.432755 2.865505 2.081732 2.386144 2.667794 2.022745 2.72461 1.75481 1.985962 1.5955 2.001342 2.246079 2.644582 2.670042 2.488491 3.400106 2.097829 3.535515 2.183065 1.766644 2.02111 2.993119 1.968369 3.063273 2.081732 2.646967 2.394059
"Huttwil" 19 2.777219 2.142021 2.314165 3.21133 2.600756 2.513102 1.376782 1.973441 2.390103 3.23302 2.131798 2.439164 2.674196 2.081607 2.661342 1.817063 1.512829 1.763644 2.086087 2.252401 2.636112 2.637553 3.530626 3.397949 2.068696 3.744479 2.180967 1.757225 2.017642 2.964779 2.014633 2.875546 2.081607 2.637553 2.352134
"Huttwil" 20 2.875092 2.095606 2.084668 3.216193 2.603355 2.52073 1.384446 1.939801 2.228871 3.202196 2.179921 2.417746 2.028492 1.968485 3.358115 1.736024 1.529395 1.782411 1.976761 2.330941 2.597148 2.668752 1.884665 3.4019 1.893418 3.524564 2.122991 1.724828 1.977723 2.968974 1.971935 2.998225 1.971935 2.597148 2.151456
"Huttwil" 21 2.903517 1.906497 2.122973 3.224243 2.589635 2.515755 1.360584 1.972503 2.403809 3.218831 2.130392 2.259895 1.994281 2.068251 3.471036 1.766008 1.534203 2.103768 1.935642 2.311983 2.537816 2.684929 1.901153 3.322706 1.890971 3.486463 2.177848 1.750455 1.983539 2.81943 1.837219 2.780272 1.983539 2.537816 2.15412
"Huttwil" 22 2.673496 1.882933 2.088493 3.433415 2.580744 2.760159 1.369513 2.015107 2.132849 3.365377 1.968134 2.115434 1.98836 2.459976 3.543308 1.618922 1.541987 2.136417 1.793888 2.306451 1.897127 2.723184 1.875163 3.732529 2.745271 3.152802 2.170095 1.745219 1.996109 2.769056 2.866699 2.962107 1.996109 2.745271 2.153256
"Huttwil" 23 2.630222 1.915352 2.146056 3.595561 2.591727 2.744458 1.361788 2.017005 2.13489 3.162348 2.000263 1.903772 2.040399 2.549011 2.91642 1.639556 1.494702 1.725087 1.712014 2.428407 1.971424 2.640311 1.571208 3.487809 2.81014 3.123994 2.007829 1.578226 2.016163 3.590628 2.751185 2.846271 2.000263 2.744458 2.140473
"Huttwil" 24 2.604232 1.314367 2.127989 3.406902 2.634753 2.773289 1.240109 1.990181 2.294983 3.112033 1.979099 1.931115 1.913575 2.760909 2.803502 1.675257 1.445807 1.77625 2.501832 2.622764 1.983415 2.595953 1.641204 2.775199 2.192789 3.12895 2.041912 1.567734 1.949094 3.155231 2.830227 2.488437 1.979099 2.634753 2.243886
"Huttwil" 25 2.738204 1.282919 2.128958 1.873331 2.717584 2.180979 1.286918 2.053415 2.0996 3.160187 2.039138 1.910983 1.880291 2.573074 2.96678 1.575265 1.436718 3.024557 2.872574 2.968078 1.991772 2.743042 1.629697 2.747631 2.212877 3.037683 2.086278 1.574919 1.922022 3.017887 2.362994 2.482935 1.991772 2.717584 2.1549685
"Huttwil" 26 1.719432 1.134852 2.094656 1.885935 2.739841 1.70793 1.232318 2.012047 2.154165 3.163893 1.906323 1.901795 1.911648 2.332684 2.944948 1.327498 1.290788 3.546249 2.685883 2.11591 1.971811 2.778487 1.505109 2.537413 2.161316 1.170056 1.949134 1.507743 1.900405 2.925505 2.330643 2.361219 1.901795 2.332684 2.0533515
