"site" "simul" "decreasing" "increasing" "random_1" "random_10" "random_11" "random_12" "random_13" "random_14" "random_15" "random_16" "random_17" "random_18" "random_19" "random_2" "random_20" "random_21" "random_22" "random_23" "random_24" "random_25" "random_26" "random_27" "random_28" "random_29" "random_3" "random_30" "random_4" "random_5" "random_6" "random_7" "random_8" "random_9" "int_min" "int_max" "mean"
"Cottbus" 11 1.628957 1.822162 1.939355 1.652568 1.699163 1.626275 1.911914 1.944334 2.085763 1.911384 1.583187 1.904418 2.031586 1.623782 1.909826 1.553651 1.827823 1.561149 1.526367 1.92128 1.937603 1.95465 1.675497 1.900571 1.664752 1.577487 1.856935 1.922011 1.879346 1.938721 1.874818 1.965127 1.675497 1.92128 1.8899585
"Cottbus" 12 1.618724 1.949849 1.95131 1.562574 1.683341 1.611602 1.65513 1.919815 2.09399 1.909705 1.586328 1.890345 2.035049 1.627427 1.864261 1.573401 1.950136 1.562412 1.53929 2.020984 1.944209 2.018202 1.637898 1.800038 2.082496 1.594854 1.789609 1.984356 1.893982 1.885013 1.875579 1.949596 1.65513 1.944209 1.880296
"Cottbus" 13 1.6266 1.921323 1.948169 1.571471 1.67858 1.736608 1.619508 1.879753 2.035348 1.887429 1.606404 1.953525 2.062992 1.605586 1.825543 1.530986 1.911868 1.58317 1.499884 1.9981 1.962037 1.963985 1.608445 1.791232 2.08862 1.593525 1.846265 1.9382 1.607408 1.873377 1.837902 1.971311 1.619508 1.9382 1.8420835
"Cottbus" 14 1.657338 1.91076 1.918583 1.548479 1.69414 1.703847 1.622244 1.858922 2.054632 1.940594 1.680755 1.901183 2.031998 1.63637 1.881419 1.539538 1.871609 1.553579 1.515824 1.930006 1.915518 1.987351 1.615724 1.885082 2.056649 1.589513 1.851957 1.945404 1.621401 1.914018 1.83139 2.066666 1.680755 1.915518 1.8652655
"Cottbus" 15 1.645873 1.920532 1.927251 1.549453 1.690523 1.609388 1.626884 1.908136 2.060046 1.93618 1.612808 1.93992 2.052353 1.621545 1.879413 1.548308 1.598347 1.45143 1.537227 1.924682 1.888732 1.986977 1.583756 1.87399 2.043242 1.580048 1.84048 1.903583 1.527895 1.909282 1.866887 2.039881 1.612808 1.909282 1.8704385
"Cottbus" 16 1.649251 1.888004 1.859684 1.577889 1.692171 1.608722 1.568529 1.922273 2.121707 1.926749 1.427286 2.046488 2.058703 1.630838 1.881243 1.534548 1.63168 1.463786 1.483512 1.998882 1.917604 1.966008 1.620813 1.61422 2.011231 1.574178 1.886704 1.891964 1.519927 1.884712 1.856031 2.083069 1.61422 1.917604 1.8578575
"Cottbus" 17 1.553932 1.854033 1.88995 1.328024 1.690459 1.598601 1.485311 1.902366 2.081279 1.910995 1.433415 2.026958 1.941663 1.624699 1.862554 1.50529 1.608191 1.463591 1.530152 1.909349 1.93421 1.962517 1.581985 1.616775 1.839973 1.585196 1.831477 1.847924 1.506944 1.900132 1.86567 1.996637 1.598601 1.900132 1.835725
"Cottbus" 18 1.555154 1.80947 1.829531 1.298879 1.637849 1.489767 1.480968 1.84354 2.096674 1.909993 1.418658 2.032272 1.960842 1.581999 1.871576 1.548193 1.567442 1.450589 1.515972 1.885429 1.958616 1.938029 1.501532 1.619665 1.832532 1.438483 1.858026 1.884497 1.498902 1.929821 1.85715 2.024644 1.548193 1.884497 1.8310315
"Cottbus" 19 1.510732 1.870103 1.203644 1.261002 1.639801 1.491709 1.458857 1.88901 2.068591 1.907172 1.341088 1.957399 1.776798 1.590673 1.868942 1.520765 1.56279 1.142673 1.517091 1.831769 1.992481 1.618754 1.585922 1.498001 1.802955 1.850656 1.810902 1.854232 1.522967 1.878155 1.86354 2.040186 1.522967 1.854232 1.7082995
"Cottbus" 20 1.503889 1.824988 1.219076 1.199944 1.647775 1.47299 1.459813 1.871767 2.082069 1.983737 1.28253 1.895123 1.674419 1.594953 1.864104 1.376298 1.516201 1.125713 1.51223 1.853025 1.97326 1.624022 1.476257 1.460728 1.83732 1.822716 1.843197 1.844476 1.525658 1.930605 1.870603 1.946345 1.51223 1.853025 1.661097
"Cottbus" 21 1.53679 1.844199 1.219242 1.123608 1.54464 1.466421 1.460602 1.814926 2.065891 2.000196 1.183119 1.87348 1.712287 1.594119 1.897866 1.369614 1.479174 1.12517 1.491204 1.8951 1.964201 1.521404 1.47556 1.405789 1.788596 1.823865 1.890447 1.894271 1.514137 1.89069 1.861825 1.976258 1.479174 1.87348 1.653203
"Cottbus" 22 1.527587 1.924535 1.205444 1.124534 1.486314 1.461412 1.46407 1.864121 2.057284 2.004856 1.208508 1.922328 1.691557 1.511388 1.927983 1.357899 1.498508 1.107858 1.412727 1.856421 1.919753 1.502764 1.495702 1.382512 1.780661 1.802943 1.915297 1.87763 1.500245 1.900539 1.835389 1.912344 1.486314 1.864121 1.6014725
"Cottbus" 23 1.457166 1.855688 1.152978 1.124639 1.497949 1.471728 1.41613 1.486448 2.047939 2.046816 1.201624 1.907788 1.263216 1.938034 1.838472 1.359071 1.485142 1.070294 1.348082 1.981837 2.003344 1.490304 1.491193 1.258136 1.805358 0.967482 1.910541 1.455701 1.488821 1.924238 1.824316 1.893061 1.41613 1.838472 1.4895625
"Cottbus" 24 1.447564 1.468676 1.133169 1.051907 1.486149 1.401785 1.409551 1.291926 1.932937 1.991172 1.202513 1.937063 1.239194 1.941976 1.830692 1.354665 1.47522 1.009168 0.810549 1.919122 1.972882 1.454882 1.437293 1.276514 1.786984 0.978215 1.903646 1.408937 1.496595 1.883159 1.778498 1.888456 1.354665 1.830692 1.465051
"Cottbus" 25 1.430802 1.48151 1.144045 0.942767 1.445691 1.402101 1.378075 1.256513 1.986124 1.888509 1.203433 1.953608 1.323227 1.906417 1.829644 1.328505 1.473335 1.368076 0.735553 1.841376 1.77229 1.45191 1.041913 1.277224 1.792513 0.520691 1.889726 1.394303 1.388673 1.904834 1.809608 1.609637 1.328505 1.792513 1.423896
"Cottbus" 26 1.382067 1.372531 0.868177 0.86829 1.436048 1.415131 1.330581 1.292913 1.958675 1.642208 1.201468 1.460833 0.286456 1.831477 1.855009 1.342366 1.512755 1.366939 0.765829 1.840342 1.712263 1.433444 0.74608 1.281179 1.754276 0.313076 1.829586 1.410383 1.345922 1.794936 1.835206 1.600799 1.330581 1.642208 1.4242875
"Cottbus" 27 1.334899 1.252867 0.779523 0.878036 1.41398 0.652041 1.340711 1.311409 1.778409 1.389015 1.208594 1.336542 0.269275 1.39886 1.818152 1.352902 1.615198 0.505959 0.313307 0.547828 1.624331 1.409793 0.735139 0.679991 1.771644 0.267155 1.794498 1.332643 1.334055 1.858246 1.836737 1.578753 0.878036 1.41398 1.3386265
"Cottbus" 28 0.353468 1.253602 0.037249 1.110674 1.23247 0.560166 1.341442 1.324794 1.373336 1.433733 1.20498 1.227403 0.04254 0.373841 1.806851 0.36483 1.638762 0.518238 0.299653 0.503443 1.630347 1.402801 0.554335 0.473938 1.73607 0.264556 0.063412 1.352304 1.349523 0.257119 1.801952 1.262585 0.503443 1.349523 1.2161915
"Cottbus" 29 0.261632 1.268892 0.02582 1.131398 1.206623 0.541903 0.277305 0.018314 0.542176 1.316676 0.227776 0.064693 0.016041 0.063021 1.333265 0.14685 1.65106 0.004778 0.279493 0.482467 1.647774 1.226358 0.538154 0.23523 1.626651 0.038469 0.049948 0.29148 1.345628 0.019792 0.778386 1.225001 0.14685 1.131398 0.3869735
"Cottbus" 30 0.238132 0.000697 0.01231 0.026598 1.223349 0.049349 0.231219 0.005007 0.52436 0.006996 0.231219 0.038094 0.005007 0.05069 1.324572 0.097874 1.631548 0.000697 0.056806 0.268573 1.631548 0.01231 0.011331 0.005007 1.631548 0.011331 0.038094 0.238132 0.238132 0.01231 0.006996 0.056806 0.01231 0.231219 0.0500195
"Basel" 1 2.112866 2.045923 2.129718 2.103355 2.101722 2.083534 2.076844 2.0925 2.076127 2.05086 2.103362 2.035862 2.037282 2.074021 2.056657 2.063637 2.086701 2.095359 2.090312 2.064031 2.093994 2.005408 2.096169 2.046838 2.07754 2.207869 2.024205 2.075129 2.06338 2.15098 2.116344 2.179497 2.064031 2.095359 2.080537
"Basel" 2 2.051846 1.995093 2.068234 2.471038 1.992029 2.052867 1.997322 2.020529 2.028135 2.058071 2.151636 2.059806 2.126764 2.072647 2.044392 2.036493 2.105939 1.562848 2.06615 2.051451 2.087095 2.072924 2.082474 2.08033 2.019971 2.092382 1.654541 2.111451 2.062668 2.082321 2.117035 2.006304 2.044392 2.082321 2.064409
"Basel" 3 2.015465 2.107468 2.088539 2.375009 2.06508 2.052113 1.994551 2.089563 2.110254 2.082868 2.106757 2.106489 2.107659 2.087612 2.080052 1.98775 2.054834 1.614802 2.147688 2.136231 2.037825 2.123252 2.102617 2.096932 2.036815 2.027928 1.596587 2.122114 2.06457 1.994075 2.108414 2.040636 2.052113 2.106489 2.08524
"Basel" 4 2.096833 1.968192 2.09625 2.399926 2.008767 2.076888 2.033513 2.051914 2.105881 2.076887 2.093146 2.075522 2.023475 2.107396 2.083982 2.027088 2.146241 1.598534 2.019209 2.124802 2.091997 2.072065 2.118277 2.128795 2.150476 2.08449 1.601827 2.091862 2.128212 2.044268 2.149648 2.035772 2.051914 2.105881 2.084236
"Basel" 5 2.059283 2.31415 2.130241 2.432389 2.04715 2.055818 1.935894 2.087902 1.594632 2.050136 2.048587 2.195189 1.987168 2.073086 2.095139 2.001131 2.085814 1.622083 2.034528 2.127569 2.041263 2.136176 2.057705 2.069425 2.047141 2.11663 1.630597 2.099366 2.116917 1.959368 1.571044 2.050354 2.041263 2.087902 2.053086
"Basel" 6 2.088551 2.294502 1.986723 2.372976 1.984736 2.114797 1.98487 2.023799 1.598509 2.152162 2.162334 2.041823 2.020652 2.065281 2.031211 2.043064 1.94697 1.404566 1.483256 2.154042 2.006574 2.108708 2.087856 2.357399 2.504175 2.063738 1.360932 2.072019 2.133835 2.048154 1.569096 2.08145 2.006574 2.087856 2.045609
"Basel" 7 2.080397 1.580262 2.009506 2.399616 1.979721 2.079596 2.015689 2.147929 1.593344 2.055132 2.124398 2.094006 2.033102 2.092465 2.007156 2.069909 1.929447 1.487566 1.384003 2.035466 1.943067 2.158691 2.089591 2.553845 2.439188 2.076653 1.44624 1.6202 2.157531 2.018898 1.592562 2.092633 2.007156 2.092465 2.045299
"Basel" 8 2.130179 1.728804 2.046655 2.365893 2.024315 2.093366 1.98565 2.080697 1.62235 2.062015 2.03535 2.051293 2.035295 2.079513 2.065688 2.116005 1.976262 1.327731 1.428689 2.357209 1.978854 2.129609 2.115505 2.546227 2.506337 1.945499 1.386337 1.752422 2.181647 2.043324 1.597357 2.088548 1.98565 2.088548 2.048974
"Basel" 9 1.993415 1.728699 2.376849 2.473595 2.043791 1.982868 1.512172 2.000691 1.627445 2.099736 2.127595 2.039917 2.051357 2.025284 2.065874 2.059193 1.394947 1.313309 1.424293 2.266784 1.993048 2.084414 2.04428 2.518229 2.469438 1.945428 1.408702 1.725158 1.698377 2.037731 1.465534 2.050409 1.945428 2.059193 2.038824
"Basel" 10 2.119852 1.383266 2.354327 2.435236 1.996273 2.027926 1.469307 2.08219 1.90118 2.128665 1.536337 2.028959 2.050347 2.073549 2.055588 1.895695 1.412863 1.317254 1.444022 2.360177 2.041681 2.064616 2.00761 2.593784 2.452437 1.864415 1.413037 1.393945 1.622878 2.115005 1.431767 2.092547 1.864415 2.073549 2.0284425
"Basel" 11 2.088558 1.510443 2.325264 2.497019 1.946208 1.85518 1.417195 2.117106 1.923009 2.12567 1.544291 2.027702 2.332181 2.06414 1.863874 1.343252 1.426616 1.317251 1.423519 2.354552 1.920532 2.021208 2.091771 2.539667 2.464747 1.753398 1.414169 1.442624 1.649039 2.063457 1.450492 1.941595 1.649039 2.06414 1.932302
"Basel" 12 2.074114 1.542954 2.425254 2.422715 2.08706 1.90062 1.34589 1.558854 1.983136 2.164138 1.463105 2.093443 2.3874 2.054443 1.946102 1.358577 1.366482 1.290358 1.437736 2.195744 1.944307 2.082782 1.966784 2.501851 2.526004 1.811036 1.589314 1.478566 1.626163 2.014494 1.507796 2.040213 1.589314 2.082782 1.956443
"Basel" 13 2.097834 1.451075 2.41156 2.398222 1.974244 2.394497 1.33699 1.533248 1.988649 2.105919 1.534803 2.04347 2.351133 2.061171 1.930003 1.352011 1.264681 1.261799 1.489779 2.413237 1.957432 1.957173 1.839327 2.604677 2.574039 1.843831 1.503972 1.435637 1.576607 1.950655 1.482021 2.094412 1.534803 2.061171 1.953914
"Basel" 14 2.049119 1.564203 2.374913 2.440251 1.977876 2.436357 1.352786 1.553994 1.962846 2.11968 1.981579 2.126607 2.362321 2.115755 1.934379 1.338544 1.401922 1.270441 1.493541 1.813671 2.099247 2.037419 1.841321 2.53956 2.549173 1.846494 1.57759 1.482845 1.602244 1.982721 1.519531 2.372522 1.602244 2.115755 1.970361
"Basel" 15 2.086911 1.568052 2.337248 2.343303 1.945355 1.378982 1.2878 1.552868 2.059824 2.145403 1.904894 2.050969 2.320079 2.082301 1.94919 1.322212 1.128816 1.238845 1.478233 1.782462 1.969488 2.113605 1.885597 2.599945 1.989125 1.837244 1.574169 1.476355 1.540831 1.9832 1.438325 2.42684 1.552868 2.050969 1.9251245
"Basel" 16 2.115728 1.489586 1.809953 2.391426 2.062143 1.598926 1.291449 1.557261 1.915119 2.088568 1.556404 2.32671 2.426117 2.078153 1.948232 1.289975 1.130962 1.304528 1.457714 1.831485 1.97366 2.102429 1.848255 2.533435 1.918747 1.799073 1.613132 1.396841 1.544651 1.906321 1.4172 2.384673 1.557261 1.97366 1.83987
"Basel" 17 2.094917 1.522802 1.828413 2.401396 2.00426 1.558288 1.277469 1.562039 2.031377 2.064267 1.550569 1.680784 2.369879 2.133873 1.980842 1.329881 1.138036 1.261908 1.54938 1.738764 1.946291 2.069801 1.79837 2.542269 1.435435 1.856469 1.609425 1.524422 1.542133 1.963746 1.482499 1.851211 1.550569 1.963746 1.768567
"Basel" 18 2.124712 1.688562 1.748916 2.469148 2.072377 1.566242 1.216738 1.590915 2.020922 2.144536 1.541901 1.680387 2.405016 1.610662 1.92288 1.304978 1.156363 1.3152 1.543545 1.784463 1.882094 2.055204 1.844492 2.607633 1.444645 2.389741 1.559787 1.470599 1.581379 2.477855 1.515479 1.828067 1.559787 1.92288 1.7146515
"Basel" 19 2.173544 1.631044 1.859061 2.404581 2.111908 1.581543 1.225499 1.596761 1.846698 2.398685 1.571841 1.667899 2.448247 1.579349 1.982223 1.30645 1.179611 1.333813 1.559046 1.860041 1.963955 1.957491 2.607372 2.561126 1.433641 2.717251 1.559576 1.511669 1.562257 2.412079 1.494756 1.837531 1.562257 1.963955 1.752715
"Basel" 20 2.090376 1.69652 1.902736 2.355738 2.052262 1.567129 1.234438 1.416967 1.863366 2.403152 1.490848 1.744959 1.817122 1.480215 2.402647 1.291801 1.15636 1.327109 1.482969 1.870532 1.91931 2.076425 1.33119 2.624044 1.454046 2.644351 1.611422 1.49167 1.542691 2.59258 1.509454 1.864083 1.490848 1.902736 1.6781905
"Basel" 21 2.175794 1.682179 1.846833 2.402607 2.048847 1.581414 1.20191 1.370438 1.786596 2.458179 1.448282 1.777983 1.834657 1.633374 2.467709 1.308724 1.142915 1.403073 1.578478 1.819137 1.888681 2.044041 1.342007 2.564033 1.442851 2.713058 1.649188 1.380632 1.613841 2.544254 1.482193 1.843588 1.482193 1.846833 1.7135855
"Basel" 22 2.119884 1.674088 1.769789 2.516622 2.075096 1.562954 1.223496 1.402182 1.793354 2.394361 1.450649 1.776815 1.859722 1.910669 2.428295 1.1978 1.155253 1.379877 1.224942 1.886169 1.438923 2.033698 1.291291 2.896293 1.854684 2.687442 1.725248 1.416056 1.561929 2.521342 1.583879 1.81495 1.450649 1.886169 1.773302
"Basel" 23 1.906832 1.700149 1.890526 2.513648 2.092781 1.562672 1.21298 1.20449 1.857319 2.498153 1.512648 1.695571 1.44453 2.054506 1.703068 1.240443 1.153876 1.104894 1.237285 1.915656 1.7484 2.025514 1.219005 2.338767 1.812951 2.685074 1.659668 1.296541 1.704953 2.55846 1.61947 1.701592 1.512648 1.890526 1.70233
"Basel" 24 1.910811 1.18472 1.905559 2.351799 2.044414 1.525954 1.19391 1.464831 1.973286 2.364901 1.910048 1.800233 1.43037 2.135573 1.71921 1.224676 1.148985 1.122187 1.522265 1.858861 1.814485 2.102248 1.158745 2.20188 1.779792 2.646673 1.718973 1.242742 1.591761 1.917306 1.599539 1.784618 1.525954 1.910048 1.782205
"Basel" 25 1.898401 1.328011 1.881857 1.011337 2.080633 1.420083 1.135573 1.948039 1.915646 2.367433 1.914535 1.729657 1.424265 1.995431 1.689412 1.198335 1.197828 1.154283 1.366975 1.867059 2.220483 2.107576 1.083386 2.136097 1.786292 2.531302 1.714905 1.267175 1.249083 1.843322 1.539698 1.902229 1.420083 1.914535 1.7579745
"Basel" 26 1.28147 1.025718 1.399327 0.962368 2.126602 1.432986 1.18213 1.969007 1.84462 2.422153 2.145727 1.75526 1.223698 1.967117 1.644346 1.187969 1.167276 1.236781 1.35892 1.842069 2.041799 2.108689 0.841342 2.188595 1.797145 1.118047 1.545133 1.246373 1.260736 1.874449 1.585745 1.886542 1.260736 1.874449 1.6150455
"Basel" 27 1.320532 0.863514 1.105964 0.956854 1.506179 1.370891 1.166614 1.901987 1.890215 2.668705 2.112331 1.696261 0.783438 1.825482 1.672682 1.178363 1.65169 0.761432 1.350862 2.077042 1.800823 1.58984 0.84418 2.00824 1.798493 0.816641 1.457926 1.260504 1.266323 1.780442 1.534297 1.852273 1.266323 1.798493 1.5620685
"Basel" 28 1.83521 0.836201 1.36902 2.04405 1.83198 1.18001 1.184006 1.594862 2.104904 2.625542 2.018846 1.755328 0.455321 1.521627 1.507213 1.374194 1.690032 0.65393 1.340932 1.973746 1.773802 1.568039 1.052899 1.025428 1.281582 0.839163 1.041067 1.290898 1.245808 2.142683 1.35415 1.8076 1.281582 1.755328 1.4407035
"Basel" 29 2.138846 1.218937 1.295846 2.033163 1.799532 1.371644 1.03482 0.996379 2.098734 1.461275 0.41385 0.800781 0.457331 1.354308 1.458608 1.370183 1.636366 0.247038 1.128984 1.937185 1.707766 1.873069 1.06993 0.589737 1.282137 0.823984 0.941882 2.061285 1.231515 1.176786 0.972962 1.797305 1.03482 1.461275 1.2889915
"Basel" 30 1.84851 0.002112 1.121756 0.037944 1.837571 1.581544 0.411268 0.218235 2.038062 0.102133 0.411268 0.804418 0.218235 0.920494 1.416594 1.194281 1.702122 0.002112 1.078049 0.635511 1.702122 1.121756 0.844641 0.218235 1.702122 0.844641 0.804418 1.84851 1.84851 1.121756 0.102133 1.078049 0.635511 1.194281 0.9992715
"Schaffhausen" 1 2.223222 2.235756 2.253376 2.225851 2.213837 2.178488 2.250038 2.207995 2.272516 2.204827 2.295167 2.19959 2.209674 2.216708 2.175565 2.198158 2.212175 2.151937 2.197798 2.236779 2.303015 2.255935 2.268793 2.190277 2.209648 2.204932 2.257579 2.231558 2.292601 2.163225 2.256542 2.191589 2.204827 2.250038 2.213006
"Schaffhausen" 2 2.261899 2.194437 2.159233 2.491783 2.232617 2.256294 2.188226 2.173767 2.274193 2.238018 2.317798 2.255241 2.233259 2.300918 2.21525 2.176572 2.239217 1.683269 2.333585 2.234332 2.224839 2.246971 2.196116 2.158648 2.253015 2.202488 1.714175 2.248092 2.250975 2.165814 2.308973 2.27272 2.202488 2.253015 2.236175
"Schaffhausen" 3 2.260996 2.229783 2.309291 2.516846 2.236621 2.20489 2.230811 2.216452 2.257643 2.238466 2.19936 2.213967 2.20748 2.290033 2.20941 2.15913 2.19952 1.71155 2.191566 2.25398 2.292255 2.191475 2.175931 2.155011 2.228933 2.109917 1.71622 2.266722 2.216553 2.236115 2.226542 2.22276 2.19952 2.236115 2.2165025
"Schaffhausen" 4 2.205655 2.171869 2.274712 2.497283 2.176692 2.178942 2.142506 2.315425 2.287252 2.154721 2.232372 2.228088 2.140639 2.199797 2.209041 2.263706 2.188302 1.665754 2.282486 2.281489 2.289411 2.22187 2.237452 2.230029 2.208332 2.173259 1.661678 2.282342 2.209181 2.175188 2.24594 2.212208 2.188302 2.24594 2.217039
"Schaffhausen" 5 2.227878 2.496185 2.193762 2.495507 2.241076 2.185521 2.12175 2.220243 1.622474 2.186866 2.211466 2.168294 2.143932 2.239526 2.177711 2.264607 2.165564 1.721022 2.157059 2.157354 2.18258 2.234296 2.160868 2.163001 2.168721 2.14217 1.693838 2.23579 2.215818 2.188303 1.675383 2.222633 2.160868 2.211466 2.1801455
"Schaffhausen" 6 2.295265 2.400543 2.239936 2.515876 2.152858 2.199057 2.185593 2.231453 1.597391 2.27262 2.303748 2.226444 2.217845 2.240208 2.226871 2.292327 2.074345 1.595974 1.621202 2.258736 2.205741 2.143821 2.204483 2.531793 2.521913 2.134318 1.525453 2.237273 2.313661 2.254339 1.710362 2.240868 2.185593 2.240868 2.2266575
"Schaffhausen" 7 2.239199 1.766627 2.311609 2.453286 2.153702 2.182645 2.140455 2.228033 1.638317 2.248825 2.306533 2.186832 2.224466 2.174904 2.196651 2.221574 2.148972 1.544393 1.551773 2.2399 2.19393 2.299573 2.204933 2.587268 2.542794 2.081136 1.509448 1.670085 2.202003 2.268463 1.69211 2.250298 2.153702 2.2399 2.199327
"Schaffhausen" 8 2.217566 1.767579 2.327593 2.393218 2.115949 2.215207 2.149382 2.064983 1.685012 2.234644 2.260644 2.1403 2.121394 2.249205 2.191949 2.168353 2.127656 1.436453 1.524576 2.426385 2.177148 2.187485 2.160978 2.51004 2.475011 2.0195 1.537074 1.62423 2.256592 2.238107 1.712025 2.183333 2.121394 2.234644 2.1727505
"Schaffhausen" 9 2.240753 1.825929 2.441819 2.443633 2.100825 2.088195 1.549517 2.174009 1.628497 2.311274 2.238802 2.137237 2.144655 2.191244 2.149252 2.170754 1.408367 1.450388 1.585105 2.443009 2.150023 2.248185 2.139091 2.526991 2.421905 2.08036 1.449085 1.653701 1.75183 2.206009 1.58724 2.241774 2.08036 2.206009 2.1469535
"Schaffhausen" 10 2.138585 1.597813 2.505076 2.488766 2.122155 2.167371 1.500411 2.13463 2.029071 2.277363 1.576726 2.056141 2.222239 2.230654 2.127796 2.045193 1.485772 1.444716 1.551539 2.451051 2.196761 2.27103 2.12943 2.549919 2.429595 2.008281 1.536456 1.510656 1.680882 2.238601 1.602104 2.184167 2.008281 2.222239 2.128613
"Schaffhausen" 11 2.1552 1.613196 2.485176 2.517163 2.129609 2.019367 1.496179 2.209903 2.038838 2.216006 1.657239 2.175818 2.334837 2.234888 2.00747 1.435465 1.419475 1.428934 1.524973 2.41519 2.141934 2.153304 2.160937 2.497682 2.56299 2.006416 1.513986 1.513961 1.738202 2.239152 1.581183 2.191772 1.738202 2.209903 2.1357715
"Schaffhausen" 12 2.218681 1.627354 2.471338 2.531667 2.139041 1.945257 1.381765 1.615244 1.94879 2.177512 1.625309 2.114987 2.386513 2.311564 2.022987 1.427712 1.466846 1.404605 1.605387 2.427359 2.187438 2.175876 2.178237 2.554948 2.576304 1.959516 1.784809 1.470155 1.734273 2.151335 1.58117 2.183154 1.734273 2.178237 2.068987
"Schaffhausen" 13 2.133504 1.696199 2.576703 2.466826 2.122103 2.428636 1.370936 1.603881 1.876346 2.258005 1.674451 2.15563 2.49627 2.298071 2.096146 1.391335 1.442062 1.432409 1.530596 2.435331 2.127623 2.162107 1.938173 2.573058 2.61908 1.962623 1.699308 1.46431 1.649902 2.052541 1.557099 2.175626 1.674451 2.175626 2.0743435
"Schaffhausen" 14 2.209242 1.631714 2.417395 2.427797 2.15241 2.478091 1.338462 1.575663 1.945007 2.262452 2.031047 2.106512 2.487666 2.331163 2.068591 1.448535 1.42375 1.438459 1.53669 1.785624 2.094141 2.202039 2.027762 2.619024 2.50533 1.996318 1.761488 1.473734 1.614071 2.251106 1.491892 2.465245 1.761488 2.251106 2.049819
"Schaffhausen" 15 2.257636 1.675642 2.509153 2.428529 2.11873 1.498162 1.344911 1.656319 1.939723 2.185972 1.936865 2.195918 2.371276 2.343872 2.052774 1.426434 1.298454 1.401993 1.55042 1.876086 2.135841 2.095355 1.93389 2.610617 1.799586 1.938549 1.709004 1.502152 1.657815 2.175146 1.485088 2.471851 1.657815 2.135841 1.937707
"Schaffhausen" 16 2.217569 1.636182 1.833749 2.532653 2.160258 1.693803 1.35692 1.689033 2.002091 2.159646 1.895912 2.429115 2.487316 2.277412 2.040728 1.362875 1.290206 1.41643 1.561351 1.840219 2.162168 2.127643 1.975526 2.612332 1.763807 1.988327 1.73065 1.551489 1.746894 2.16495 1.560934 2.371015 1.73065 2.159646 1.935719
"Schaffhausen" 17 2.196863 1.606526 1.867488 2.508371 2.094425 1.716659 1.33905 1.664522 1.973416 2.194209 1.880226 1.750907 2.406849 2.309761 2.059437 1.347384 1.301882 1.292702 1.535778 1.784503 2.10649 2.1657 1.936232 2.567632 1.427675 1.99068 1.791243 1.402495 1.628133 2.203133 1.564696 1.894828 1.664522 2.059437 1.873857
"Schaffhausen" 18 2.145265 1.753167 1.922712 2.470063 2.132509 1.715662 1.224203 1.641739 2.019664 2.307735 1.917378 1.811626 2.418905 1.670118 2.059606 1.380488 1.280994 1.317505 1.591103 1.828421 2.09617 2.166606 1.921949 2.666146 1.461803 2.56426 1.713815 1.528314 1.648524 2.569269 1.573322 1.904882 1.648524 2.059606 1.8666515
"Schaffhausen" 19 2.180028 1.850854 1.954666 2.502487 2.179298 1.704317 1.258602 1.694415 1.843426 2.436681 1.887718 1.791977 2.532345 1.619592 2.140474 1.358805 1.202606 1.368826 1.553341 1.908158 2.108465 2.082359 2.648467 2.680383 1.438597 2.851328 1.757775 1.507592 1.623584 2.561012 1.527982 1.928435 1.623584 2.108465 1.865572
"Schaffhausen" 20 2.229824 1.776674 1.97596 2.425099 2.193809 1.700061 1.242114 1.505316 1.790666 2.531081 1.898499 1.745055 1.85054 1.579599 2.536595 1.322022 1.179452 1.348785 1.529303 1.877692 2.169272 2.200801 1.333936 2.668853 1.460671 2.699791 1.740338 1.479629 1.715004 2.673414 1.491273 1.918185 1.529303 1.97596 1.7678605
"Schaffhausen" 21 2.117476 1.85626 1.961966 2.476149 2.243468 1.71087 1.280682 1.520263 1.829371 2.440903 1.868714 1.741113 1.863338 1.599202 2.655348 1.350852 1.17371 1.52559 1.636307 1.859585 2.121083 2.155509 1.337016 2.68104 1.453682 2.686825 1.822165 1.509097 1.717001 2.674662 1.549377 1.831203 1.599202 1.961966 1.825768
"Schaffhausen" 22 2.235501 1.863724 1.964359 2.611382 2.164518 1.725707 1.237337 1.535736 1.826805 2.614146 1.835657 1.76295 1.886412 1.933937 2.654128 1.263489 1.161544 1.483517 1.308972 1.8862 1.446538 2.135583 1.336335 3.011231 1.899898 2.719184 1.779941 1.539935 1.558482 2.677045 1.700383 1.873637 1.558482 1.933937 1.831231
"Schaffhausen" 23 2.088208 1.708648 1.979218 2.658454 2.156822 1.742257 1.212058 1.300379 1.811818 2.542588 1.882721 1.650033 1.717727 2.005204 1.800242 1.252082 1.183971 1.167706 1.290851 1.976415 1.928908 2.156607 1.066501 2.497303 1.887392 2.685407 1.840897 1.311325 1.674232 2.725376 1.734339 1.765724 1.674232 1.976415 1.80603
"Schaffhausen" 24 2.050653 1.140217 1.989265 2.468225 2.155506 1.715377 1.159492 1.736237 1.885203 2.527301 2.112531 1.747623 1.673334 2.06632 1.810568 1.282286 1.177937 1.196087 1.660831 2.081097 1.931872 2.170007 1.135432 2.214405 1.843827 2.646527 1.807606 1.295025 1.644622 2.046676 1.734306 1.838579 1.715377 2.046676 1.8245735
