"site"	"order"	"simul"	"speciesShortName"	"mean_biom_tot"
"GrandeDixence"	"random_3"	19	"PCem"	296.715640390136
"GrandeDixence"	"random_3"	19	"PMon"	0.456371072136364
"GrandeDixence"	"random_3"	20	"PCem"	297.635769984864
"GrandeDixence"	"random_3"	20	"PMon"	0.731407841022727
"GrandeDixence"	"random_3"	21	"PMon"	40.15371045225
"GrandeDixence"	"random_3"	21	"SAuc"	0.0621683314318182
"GrandeDixence"	"random_3"	22	"PMon"	41.9005396053636
"GrandeDixence"	"random_3"	22	"SAuc"	0.0613724084090909
"GrandeDixence"	"random_3"	23	"PMon"	40.4371504577045
"GrandeDixence"	"random_3"	23	"SAuc"	0.0658240713409091
"GrandeDixence"	"random_3"	24	"PMon"	41.4418746798182
"GrandeDixence"	"random_3"	24	"SAuc"	0.0591408693409091
"GrandeDixence"	"random_3"	25	"PMon"	40.2716841356591
"GrandeDixence"	"random_3"	26	"PMon"	42.3613622920455
"GrandeDixence"	"random_3"	27	"PMon"	41.5519315438182
"GrandeDixence"	"random_3"	28	"PMon"	41.2685386729545
"GrandeDixence"	"random_3"	28	"PMon"	41.2685386729545
"GrandeDixence"	"random_3"	28	"PMon"	41.2685386729545
"GrandeDixence"	"random_4"	1	"LDec"	26.2019849331591
"GrandeDixence"	"random_4"	1	"PAbi"	39.9151586739318
"GrandeDixence"	"random_4"	1	"PCem"	169.909447688386
"GrandeDixence"	"random_4"	2	"LDec"	21.0815387994545
"GrandeDixence"	"random_4"	2	"PAbi"	39.1208026023409
"GrandeDixence"	"random_4"	2	"PCem"	176.108888212932
"GrandeDixence"	"random_4"	2	"PMon"	0.126475651125
"GrandeDixence"	"random_4"	3	"LDec"	21.6663860418409
"GrandeDixence"	"random_4"	3	"PAbi"	42.0223086531136
"GrandeDixence"	"random_4"	3	"PCem"	169.332803999341
"GrandeDixence"	"random_4"	4	"LDec"	29.8328489245227
"GrandeDixence"	"random_4"	4	"PAbi"	38.5336690909545
"GrandeDixence"	"random_4"	4	"PCem"	164.397025957818
"GrandeDixence"	"random_4"	5	"LDec"	28.8914054004091
"GrandeDixence"	"random_4"	5	"PAbi"	39.5461944905455
"GrandeDixence"	"random_4"	5	"PCem"	176.92159284625
"GrandeDixence"	"random_4"	6	"LDec"	43.8684867859091
"GrandeDixence"	"random_4"	6	"PAbi"	37.8955680082727
"GrandeDixence"	"random_4"	6	"PCem"	166.948832444341
"GrandeDixence"	"random_4"	6	"PMon"	0.0696180791428571
"GrandeDixence"	"random_4"	7	"LDec"	25.2981904582727
"GrandeDixence"	"random_4"	7	"PAbi"	39.3167005526364
"GrandeDixence"	"random_4"	7	"PCem"	181.260784347091
"GrandeDixence"	"random_4"	8	"LDec"	14.0339264523182
"GrandeDixence"	"random_4"	8	"PAbi"	39.0129508253182
"GrandeDixence"	"random_4"	8	"PCem"	176.657405177523
"GrandeDixence"	"random_4"	9	"LDec"	27.17246635475
"GrandeDixence"	"random_4"	9	"PAbi"	43.7976523326591
"GrandeDixence"	"random_4"	9	"PCem"	157.589642055295
"GrandeDixence"	"random_4"	9	"PMon"	0.0989992017142857
"GrandeDixence"	"random_4"	10	"LDec"	30.5815059509091
"GrandeDixence"	"random_4"	10	"PAbi"	38.2513801173636
"GrandeDixence"	"random_4"	10	"PCem"	172.415837450477
"GrandeDixence"	"random_4"	11	"PAbi"	42.3380542921136
"GrandeDixence"	"random_4"	11	"PCem"	181.615221693205
"GrandeDixence"	"random_4"	11	"PMon"	0.26043438125
"GrandeDixence"	"random_4"	12	"PAbi"	41.3151820198864
"GrandeDixence"	"random_4"	12	"PCem"	205.896242053977
"GrandeDixence"	"random_4"	13	"PAbi"	39.5795487519318
"GrandeDixence"	"random_4"	13	"PCem"	205.670505616682
"GrandeDixence"	"random_4"	13	"PMon"	0.154951422285714
"GrandeDixence"	"random_4"	14	"PAbi"	39.2278170820227
"GrandeDixence"	"random_4"	14	"PCem"	195.169728601318
"GrandeDixence"	"random_4"	15	"PAbi"	40.3074021974773
"GrandeDixence"	"random_4"	15	"PCem"	198.492987766705
"GrandeDixence"	"random_4"	15	"PMon"	0.175234267142857
"GrandeDixence"	"random_4"	16	"PAbi"	39.6730773908182
"GrandeDixence"	"random_4"	16	"PCem"	202.763968655023
"GrandeDixence"	"random_4"	17	"PAbi"	39.9117766963636
"GrandeDixence"	"random_4"	17	"PCem"	192.22271726975
"GrandeDixence"	"random_4"	18	"PAbi"	38.6786351463864
"GrandeDixence"	"random_4"	18	"PCem"	204.522851632955
"GrandeDixence"	"random_4"	18	"PMon"	0.10095224075
"GrandeDixence"	"random_4"	19	"PAbi"	39.8335609207955
"GrandeDixence"	"random_4"	19	"PCem"	198.957091743682
"GrandeDixence"	"random_4"	19	"PMon"	0.14448532925
"GrandeDixence"	"random_4"	20	"PAbi"	38.2864128948409
"GrandeDixence"	"random_4"	20	"PCem"	207.484902216432
"GrandeDixence"	"random_4"	20	"PMon"	0.126961350785714
"GrandeDixence"	"random_4"	21	"PAbi"	35.0267876861364
"GrandeDixence"	"random_4"	21	"PCem"	206.953877331841
"GrandeDixence"	"random_4"	21	"PMon"	0.318429207821429
"GrandeDixence"	"random_4"	22	"PAbi"	40.8304902018864
"GrandeDixence"	"random_4"	22	"PCem"	194.285530517136
"GrandeDixence"	"random_4"	22	"PMon"	0.22108511675
"GrandeDixence"	"random_4"	23	"PAbi"	39.9446215778864
"GrandeDixence"	"random_4"	23	"PCem"	205.353890364659
"GrandeDixence"	"random_4"	23	"PMon"	0.147548321111111
"GrandeDixence"	"random_4"	24	"PAbi"	41.2987590015682
"GrandeDixence"	"random_4"	24	"PCem"	197.484019358795
"GrandeDixence"	"random_4"	25	"PAbi"	84.1112505447045
"GrandeDixence"	"random_4"	26	"PAbi"	84.5199322291818
"GrandeDixence"	"random_4"	27	"PAbi"	86.2205333586591
"GrandeDixence"	"random_4"	28	"PAbi"	83.69809520025
"GrandeDixence"	"random_4"	28	"PAbi"	83.69809520025
"GrandeDixence"	"random_4"	28	"PAbi"	83.69809520025
"GrandeDixence"	"random_5"	1	"LDec"	23.1509955510682
"GrandeDixence"	"random_5"	1	"PAbi"	40.2153808440227
"GrandeDixence"	"random_5"	1	"PCem"	174.006429152818
"GrandeDixence"	"random_5"	1	"PMon"	0.0575120331785714
"GrandeDixence"	"random_5"	2	"LDec"	14.1956218442273
"GrandeDixence"	"random_5"	2	"PAbi"	38.7847911487273
"GrandeDixence"	"random_5"	2	"PCem"	193.186827189886
"GrandeDixence"	"random_5"	3	"LDec"	33.3801623745455
"GrandeDixence"	"random_5"	3	"PAbi"	39.9212912235
"GrandeDixence"	"random_5"	3	"PCem"	180.286519847955
"GrandeDixence"	"random_5"	4	"LDec"	20.1884567590227
"GrandeDixence"	"random_5"	4	"PAbi"	40.6006373696591
"GrandeDixence"	"random_5"	4	"PCem"	169.826594068182
"GrandeDixence"	"random_5"	5	"LDec"	27.9539851589545
"GrandeDixence"	"random_5"	5	"PAbi"	39.8440178752955
"GrandeDixence"	"random_5"	5	"PCem"	167.415666153455
"GrandeDixence"	"random_5"	6	"LDec"	48.3373145125
"GrandeDixence"	"random_5"	6	"PCem"	263.819662443591
"GrandeDixence"	"random_5"	7	"LDec"	51.9742427461136
"GrandeDixence"	"random_5"	7	"PCem"	265.883556570364
"GrandeDixence"	"random_5"	8	"LDec"	64.9159682166364
"GrandeDixence"	"random_5"	8	"PCem"	257.078304510841
"GrandeDixence"	"random_5"	9	"LDec"	54.1414957834773
"GrandeDixence"	"random_5"	9	"PCem"	261.258541989977
"GrandeDixence"	"random_5"	9	"PMon"	0.21283375755
"GrandeDixence"	"random_5"	10	"LDec"	59.8242383441818
"GrandeDixence"	"random_5"	10	"PCem"	240.730749176159
"GrandeDixence"	"random_5"	10	"PMon"	0.131549947727273
"GrandeDixence"	"random_5"	11	"LDec"	54.7524588789773
"GrandeDixence"	"random_5"	11	"PCem"	257.716765680705
"GrandeDixence"	"random_5"	12	"LDec"	61.6185785702045
"GrandeDixence"	"random_5"	12	"PCem"	247.6317368615
"GrandeDixence"	"random_5"	12	"PMon"	0.197917628863636
"GrandeDixence"	"random_5"	13	"LDec"	53.0581453259318
"GrandeDixence"	"random_5"	13	"PCem"	256.997454246727
"GrandeDixence"	"random_5"	14	"LDec"	69.6669758105682
"GrandeDixence"	"random_5"	14	"PCem"	242.800085961205
"GrandeDixence"	"random_5"	15	"LDec"	39.02574596025
"GrandeDixence"	"random_5"	15	"PCem"	261.060479063273
"GrandeDixence"	"random_5"	16	"LDec"	55.1897316578636
