1950	1	-6.25	0	0	5.359819523	0
1950	2	-5.13	0	0	4.697343423	0
1950	3	-2.24	0	0	5.049647464	0
1950	4	1.31	0	0	5.619368681	0
1950	5	6.03	0	0	7.935213115	0
1950	6	9.22	0	0	12.19713816	0
1950	7	11.17	0	0	14.18032225	0
1950	8	10.69	0	0	13.5850933	0
1950	9	7.89	0	0	8.393331287	0
1950	10	3.64	0	0	5.553504862	0
1950	11	-1.38	0	0	5.423736771	0
1950	12	-5.02	0	0	5.423736771	0
1951	1	-4.95	0	0	7.751028979	0
1951	2	-4.69	0	0	1.652354724	0
1951	3	-4.81	0	0	8.295370523	0
1951	4	2.58	0	0	4.238759419	0
1951	5	5.55	0	0	7.024630793	0
1951	6	9.23	0	0	13.3737615	0
1951	7	12.47	0	0	12.25076613	0
1951	8	9.49	0	0	9.601085411	0
1951	9	6.91	0	0	7.04836676	0
1951	10	2.71	0	0	1.789483652	0
1951	11	2.12	0	0	12.05645137	0
1951	12	-5.91	0	0	7.107260265	0
1952	1	-4.3	0	0	16.68807683	0
1952	2	-6.78	0	0	15.5620571	0
1952	3	0.46	0	0	1.711413074	0
1952	4	0.88	0	0	3.131674464	0
1952	5	8.58	0	0	7.063977903	0
1952	6	10.72	0	0	3.200340155	0
1952	7	13.89	0	0	13.7282705	0
1952	8	9.06	0	0	14.82142248	0
1952	9	9.12	0	0	7.020189293	0
1952	10	1.64	0	0	14.37640605	0
1952	11	-2.23	0	0	2.634631424	0
1952	12	-8.03	0	0	6.151124381	0
1953	1	-7.27	0	0	8.339048553	0
1953	2	-3.71	0	0	12.71153056	0
1953	3	-2.89	0	0	2.679488197	0
1953	4	2.16	0	0	7.655289376	0
1953	5	9.53	0	0	10.61246547	0
1953	6	5.3	0	0	17.67133863	0
1953	7	13.2	0	0	13.203735	0
1953	8	10.86	0	0	16.01185668	0
1953	9	7.66	0	0	10.7115641	0
1953	10	2.94	0	0	14.04220331	0
1953	11	2.79	0	0	0.11030144	0
1953	12	-4.36	0	0	18.22343086	0
1954	1	-5.8	0	0	7.347122807	0
1954	2	-2.57	0	0	4.643629679	0
1954	3	-1.96	0	0	2.29539744	0
1954	4	3.91	0	0	9.646073657	0
1954	5	5.23	0	0	12.95493725	0
1954	6	8.71	0	0	13.0199095	0
1954	7	10.13	0	0	19.00959716	0
1954	8	12.01	0	0	12.16642571	0
1954	9	8.94	0	0	3.624923082	0
1954	10	4.03	0	0	0.808602826	0
1954	11	-0.65	0	0	5.511145342	0
1954	12	-4.4	0	0	22.2623019	0
1955	1	-10.77	0	0	6.626104962	0
1955	2	-3.64	0	0	8.752381337	0
1955	3	-2.93	0	0	6.725990404	0
1955	4	0.21	0	0	9.146530056	0
1955	5	5.33	0	0	13.66719099	0
1955	6	9.5	0	0	13.54586742	0
1955	7	10.11	0	0	17.23129759	0
1955	8	11.77	0	0	21.03479253	0
1955	9	8.37	0	0	6.160470346	0
1955	10	1.39	0	0	56.45030656	0
1955	11	-4.29	0	0	0.640989963	0
1955	12	-6.25	0	0	0.982818979	0
1956	1	-11.44	0	0	3.210314453	0
1956	2	-3.18	0	0	15.80010062	0
1956	3	-1.86	0	0	5.087347865	0
1956	4	2.01	0	0	5.894028017	0
1956	5	6.45	0	0	10.78104333	0
1956	6	9.76	0	0	10.88812345	0
1956	7	11.91	0	0	9.564988722	0
1956	8	14.04	0	0	22.55814107	0
1956	9	6.76	0	0	3.362264476	0
1956	10	7.39	0	0	6.04861288	0
1956	11	-0.92	0	0	9.728198666	0
1956	12	-3.59	0	0	15.58044447	0
1957	1	-6.64	0	0	3.964669954	0
1957	2	-4.93	0	0	15.02347234	0
1957	3	-2.68	0	0	4.756564254	0
1957	4	1.53	0	0	7.75447937	0
1957	5	4.16	0	0	6.304141379	0
1957	6	8.42	0	0	11.43534892	0
1957	7	10.33	0	0	23.64504008	0
1957	8	9.44	0	0	14.22286374	0
1957	9	8.85	0	0	7.309983256	0
1957	10	7.06	0	0	6.344667024	0
1957	11	-0.66	0	0	2.667517584	0
1957	12	-6.24	0	0	14.33386291	0
1958	1	-3.12	0	0	1.598496312	0
1958	2	-5.9	0	0	10.79122516	0
1958	3	-1.28	0	0	1.320791397	0
1958	4	1.18	0	0	3.500147706	0
1958	5	3.09	0	0	9.268648295	0
1958	6	8.92	0	0	14.22892092	0
1958	7	12.3	0	0	10.43889961	0
1958	8	10.62	0	0	12.26815658	0
1958	9	10.32	0	0	1.701903939	0
1958	10	4.65	0	0	2.980460514	0
1958	11	-3.43	0	0	10.45889409	0
1958	12	-7.15	0	0	4.420973257	0
1959	1	-7.74	0	0	8.599339348	0
1959	2	-7.55	0	0	16.66630671	0
1959	3	-2.93	0	0	2.780187908	0
1959	4	1.26	0	0	13.13505083	0
1959	5	4.02	0	0	24.83388596	0
1959	6	10.04	0	0	15.6662574	0
1959	7	11.8	0	0	12.77187659	0
1959	8	11.34	0	0	8.667898522	0
1959	9	6.88	0	0	10.96186928	0
1959	10	5.19	0	0	14.15904035	0
1959	11	-0.13	0	0	5.280533061	0
1959	12	-5.25	0	0	8.033616233	0
1960	1	-3.03	0	0	22.27563539	0
1960	2	-6.27	0	0	4.272855516	0
1960	3	-1.14	0	0	2.096133384	0
1960	4	-0.71	0	0	8.564304	0
1960	5	7.66	0	0	5.977937297	0
1960	6	6.99	0	0	28.78650452	0
1960	7	14.32	0	0	13.26409527	0
1960	8	11.79	0	0	15.56319984	0
1960	9	8.83	0	0	3.274195317	0
1960	10	5.22	0	0	5.970952363	0
1960	11	0.15	0	0	2.676928915	0
1960	12	-2.17	0	0	6.098822431	0
1961	1	-8.43	0	0	5.760407888	0
1961	2	-4.15	0	0	15.6963793	0
1961	3	-2.46	0	0	12.95515772	0
1961	4	0.72	0	0	8.317463395	0
1961	5	5.05	0	0	7.086655681	0
1961	6	9.87	0	0	16.21477033	0
1961	7	10.27	0	0	22.21424813	0
1961	8	12.04	0	0	19.25737091	0
1961	9	9.95	0	0	4.614208059	0
1961	10	5.31	0	0	11.80379216	0
1961	11	-1.24	0	0	5.705089965	0
1961	12	-2.79	0	0	19.86459403	0
1962	1	-6.49	0	0	4.501275207	0
1962	2	-7.65	0	0	6.162648761	0
1962	3	0.17	0	0	7.881528257	0
1962	4	3.65	0	0	6.101975147	0
1962	5	7.74	0	0	9.294012073	0
1962	6	9.93	0	0	12.12544692	0
1962	7	10.27	0	0	16.16401682	0
1962	8	11.94	0	0	21.86409673	0
1962	9	6.14	0	0	6.269716157	0
1962	10	3.25	0	0	8.283310289	0
1962	11	-1.08	0	0	15.53499247	0
1962	12	-6.57	0	0	10.29174002	0
1963	1	-6.01	0	0	7.32670129	0
1963	2	-7.39	0	0	2.450231916	0
1963	3	-3.4	0	0	5.649362821	0
1963	4	1.31	0	0	5.841508334	0
1963	5	3.86	0	0	9.554775626	0
1963	6	10.06	0	0	10.51815328	0
1963	7	13.02	0	0	8.090925074	0
1963	8	12.03	0	0	18.33094433	0
1963	9	6.85	0	0	23.91795016	0
1963	10	1.04	0	0	7.759398533	0
1963	11	-1.8	0	0	3.329701928	0
1963	12	-3.09	0	0	30.50372909	0
1964	1	-7.31	0	0	4.776711123	0
1964	2	-7.53	0	0	7.035717816	0
1964	3	-7.3	0	0	2.014771818	0
1964	4	1.75	0	0	3.087344133	0
1964	5	6.69	0	0	9.089925293	0
1964	6	8.01	0	0	15.07236926	0
1964	7	11.95	0	0	20.42555062	0
1964	8	13.46	0	0	13.16623991	0
1964	9	8.28	0	0	6.625193776	0
1964	10	2.83	0	0	2.711555409	0
1964	11	-0.36	0	0	3.288340654	0
1964	12	-4.85	0	0	2.463284603	0
1965	1	-1.07	0	0	4.963289242	0
1965	2	-7.14	0	0	8.063754618	0
1965	3	0.26	0	0	5.446207265	0
1965	4	0.68	0	0	7.019296534	0
1965	5	6.32	0	0	10.50903713	0
1965	6	8.04	0	0	9.87932773	0
1965	7	8.21	0	0	11.4888257	0
1965	8	11.78	0	0	12.32638962	0
1965	9	7.77	0	0	8.88226702	0
1965	10	1.61	0	0	2.346092038	0
